Course Title,Labels,Details
The Data Science Course: Complete Data Science Bootcamp,"['Development,Data Science,Data Science']","['The course provides the entire toolbox you need to become a data scientist,Fill up your resume with in demand data science skills: Statistical analysis, Python programming with NumPy, pandas, matplotlib, and Seaborn, Advanced statistical analysis, Tableau, Machine Learning with stats models and scikit-learn, Deep learning with TensorFlow,Impress interviewers by showing an understanding of the data science field,Learn how to pre-process data,Understand the mathematics behind Machine Learning (an absolute must which other courses don’t teach!),Start coding in Python and learn how to use it for statistical analysis,Perform linear and logistic regressions in Python,Carry out cluster and factor analysis,Be able to create Machine Learning algorithms in Python, using NumPy, statsmodels and scikit-learn,Apply your skills to real-life business cases,Use state-of-the-art Deep Learning frameworks such as Google’s TensorFlowDevelop a business intuition while coding and solving tasks with big data,Unfold the power of deep neural networks,Improve Machine Learning algorithms by studying underfitting, overfitting, training, validation, n-fold cross validation, testing, and how hyperparameters could improve performance,Warm up your fingers as you will be eager to apply everything you have learned here to more and more real-life situations,Show less']"
Automate the Boring Stuff with Python Programming,"['Development,Programming Languages,Python']","['Automate tasks on their computer by writing simple Python programs.,Write programs that can do text pattern recognition with ""regular expressions"".,Programmatically generate and update Excel spreadsheets.,Parse PDFs and Word documents.,Crawl web sites and pull information from online sources.,Write programs that send out email notifications.,Use Python\'s debugging tools to quickly figure out bugs in your code.,Programmatically control the mouse and keyboard to click and type for you.']"
Selenium WebDriver with Java -Basics to Advanced+Frameworks,"['Development,Software Testing,Java']","['*****By the end of this course,You will be Mastered on Selenium Webdriver with strong Core JAVA basics,****You will gain the ability to design PAGEOBJECT, DATADRIVEN&HYBRID Automation FRAMEWORKS from scratch,*** InDepth understanding of real time Selenium CHALLENGES with 100 + examples,*Complete knowledge on TestNG, MAVEN,ANT, JENKINS,LOG4J, CUCUMBER, HTML REPORTS,EXCEL API, GRID PARALLEL TESTING,*We have 5 dedicated TRAINERS who can help in answering students queries along with resume,Interview preparation with Job assistance,""Additional knowledge to understand Mobile Testing Database testing and Performance testing with Selenium,You will be in a position to pick any website over internet and can automate it with all the possible test cases,You will improve your coding skills in writing best optmized code for Automating testcases,""Last but not least"" you can clear any Interview and can Lead Entire Selenium Automation Project from Design Stage,You should be able to verify Data Integrity with the GUI of the application,You will be able to create GREAT LOOKING REPORTS to impress Clients,Deeper understanding of Automation guidelines and code quality standards,Includes a Practice Website to play around with all available Web driver functions to automate,Show less']"
Complete C# Unity Game Developer 2D,"['Development,Game Development,Game Development Fundamentals']","['Learn C#, a powerful modern language, from scratch. No prior programming experience is necessary.,Become excellent at using the Unity game engine.,Build a solid foundation for game design and game development that will help you build your own games.,Learn how object oriented programming works in practice.,Create playable game projects - good for your portfolio, or just for your own sense of achievement.,Transfer your knowledge from this course to .NET, other languages, and more.,Develop highly transferable coding problem solving skills.,Be part of an amazing and supportive community of people similar to you.']"
Learn Python Programming Masterclass,"['Development,Programming Languages,Python']","['Have a fundamental understanding of the Python programming language.,Have the skills and understanding of Python to confidently apply for Python programming jobs.,Acquire the pre-requisite Python skills to move into specific branches - Machine Learning, Data Science, etc..,Add the Python Object-Oriented Programming (OOP) skills to your résumé.,Understand how to create your own Python programs.,Learn Python from experienced professional software developers.,Understand both Python 2 and Python 3.']"
Build Responsive Real-World Websites with HTML and CSS,"['Development,Web Development,HTML5']","['Become a modern and confident HTML and CSS developer, no prior knowledge needed!,Design and build a stunning real-world project for your portfolio from scratch,Modern, semantic and accessible HTML5,Modern CSS (previous CSS3), including flexbox and CSS Grid for layout,Important CSS concepts such as the box model, positioning schemes, inheritance, solving selector conflicts, etc.,A web design framework with easy-to-use rules and guidelines to design eye-catching websites,How to plan, sketch, design, build, test, and optimize a professional website,How to make websites work on every possible mobile device (responsive design),How to use common components and layout patterns for professional website design and development,Developer skills such as reading documentation, debugging, and using professional tools,How to find and use free design assets such as images, fonts, and icons,Practice your skills with 10+ challenges (solutions included),Show less']"
iOS & Swift - The Complete iOS App Development Bootcamp,"['Development,Mobile Development,Swift']","[""You will create a portfolio of 15 apps to be able apply for junior developer jobs at a technology company,You will learn Xcode, UIKit and SwiftUI, ARKit, CoreML and CoreData.,You will learn by doing, where every lesson is incorporated into a real-world app project.,After the course, you will be able to build any app you want.,Start your own app based business,Become a digital nomad by working as a freelance iOS developer,Master creating Augmented Reality apps using Apple’s new ARKit,Create apps that use Machine Learning using Apple’s new CoreML,Master app design so you'll know how to wireframe, mockup and prototype your app idea,Master app marketing so you can publish your apps and generate downloads""]"
The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,"['Development,Database Design & Development,SQL']","['Create your own database or interact with existing databases,Write complex SQL join queries across multiple tables,Master MySQL 8 Window Functions (LEAD, LAG, RANK, etc.),Model real-world data and generate reports using SQL,Answer company performance or sales questions using data,Learns the ins and out of MySQL 8.x syntax']"
Modern React with Redux [2023 Update],"['Development,Web Development,React JS']","['Create dynamic web apps using the latest in web technology,Acquire the programming skills needed to obtain a software engineering job,Practice your skills with many large projects, exercises, and quizzes,Master the fundamentals concepts behind React and Redux,Become fluent in the toolchain supporting React, including NPM, Webpack, Babel, and ES6/ES2015 Javascript syntax,Be the engineer who explains how Redux works to everyone else, because you know the fundamentals so well,Realize the power of building reusable components']"
"[NEW] Spring Boot 3, Spring 6 & Hibernate for Beginners","['Development,Programming Languages,Spring Framework']","['NEW FOR 2023: SPRING BOOT 3, SPRING 6 and IntelliJ (free version),You will TYPE IN EVERY LINE of code with me in the videos. I EXPLAIN every line of code to help you learn!,LEARN key Spring Boot 3 features: Core, Annotations, Java Config, Spring REST, Spring MVC, AOP, Hibernate/JPA and Maven,I am a RESPONSIVE INSTRUCTOR ... post your questions and I will RESPOND in 24 hours.,POPULAR VIDEOS for: Spring Boot 3, Spring Boot REST APIs, Spring Boot Security, Spring Data JPA, Spring Data REST and Thymeleaf,Join an ACTIVE COMMUNITY of 320,000+ students that are already enrolled! Over 70,000+ Reviews - 5 STARS,Develop code using MODERN development tools: IntelliJ (free version) and Maven,You can DOWNLOAD all source code and PDFs. Perfect for offline LEARNING and REVIEW.,Students have LANDED NEW JOBS with the skills from this course. Spring Boot and Hibernate developers are in HIGH-DEMAND!']"
The Complete Web Developer Course 3.0,"['Development,Web Development,Web Development']","['Build websites and webapps,Build HTML-based mobile apps,Get a job as a junior web developer,Bid for projects on freelance websites,Start your own online business,Be a comfortable front-end developer,Be proficient with databases and server-side languages']"
The Complete Node.js Developer Course (3rd Edition),"['Development,Programming Languages,Node.Js']","['Completely refilmed for 3rd edition,Build, test, and launch Node apps,Create Express web servers and APIs,Store data with Mongoose and MongoDB,Use cutting-edge ES6/ES7 JavaScript,Deploy your Node apps to production,Create real-time web apps with SocketIO']"
Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,"['Development,Game Development,Unreal Engine']","['How to make games in Unreal Engine 5.,C++, the games industry standard language.,Object Oriented Programming and how to put it into practice.,Game design principles.,Programming patterns and best practices.,Artificial Intelligence behaviour programming for enemies.,Write code that is clean and to understand.,When to use Blueprint or C++.,How to achieve anything you want in Unreal using C++.,Unreal Gameplay Framework to make games easily.,Strong and transferable problem solving skills.,Modern game development technologies and techniques.,Show less']"
Flutter & Dart - The Complete Guide [2023 Edition],"['Development,Mobile Development,Dart (programming language)']","['Learn Flutter and Dart from the ground up, step-by-step,Build engaging native mobile apps for both Android and iOS,Use features like Google Maps, the device camera, authentication and much more!,Learn how to upload images and how to send manual and automated push notifications,Learn all the basics without stopping after them: Dive deeply into Flutter & Dart and become an advanced developer']"
C# Basics for Beginners: Learn C# Fundamentals by Coding,"['Development,Programming Languages,C# (programming language)']","['Learn the fundamentals of C# and .NET Framework,Work with primitive types and expressions,Work with non-primitive types (classes, structs, arrays and enums),Learn the difference between value types and reference types,Control the flow of programs using conditional statements,Use arrays and lists,Work with files and directories,Work with text,Work with date and time,Debug C# applications effectively']"
"Python Mega Course: Learn Python in 60 Days, Build 20 Apps","['Development,Programming Languages,Python']","['You will master Python and build 20 real-world apps.,You will apply Python in data science and machine learning, creating a movie recommendation system.,You will develop dynamic web applications with Flask and Django.,You will gain expertise in SQL databases and GUI development using Python.,You will learn how to work with APIs and build powerful applications.,You will explore web scraping and automate data extraction tasks.,You will understand object-oriented programming and design principles.,You will acquire skills in data analysis and visualization with Python.,You will build and distribute your own Python packages.,You will get a certificate of completion to show to potential employers.,You will learn how to use development tools such as Git, GitHub, IDEs, HTML, CSS, Bootstrap, Figma, virtual environments, debugging, etc.,You will be able to chat with fellow students in the course chat forum.,Show less']"
The Complete Web Developer in 2023: Zero to Mastery,"['Development,Web Development,Web Development']","['Skills that will allow you to apply for jobs like: Web Developer, Software Developer, Front End Developer, Javascript Developer, and Full Stack Developer,Learn modern technologies that are ACTUALLY being used behind tech companies in 2023,Build 10+ real world Web Development projects you can show off,Build a professional Portfolio Website,Learn best practices to write clean, performant, and bug free code + Learn to use ChatGPT as a developer,Master modern Web Development fundamentals as well as advanced topics,Work as a freelance Web Developer,Master beginner and advanced JavaScript topics,Learn React + Redux to build rich front end applications,Build your own full stack websites and applications,Build a complex image recognition app using everything we learn in the course,Become a professional Web Developer and get hired,Use NodeJS to write server-side JavaScript,Learn to implement user authentication,Use Express, SQL and PostgreSQL to create fullstack applications that scale,Master fundamental concepts in Web Development,Show less']"
Beginning C++ Programming - From Beginner to Beyond,"['Development,Programming Languages,C++ (programming language)']","['Learn to program with one of the most powerful programming languages that exists today, C++.,Obtain the key concepts of programming that will also apply to other programming languages,Learn Modern C++ rather than an obsolete version of C++ that most other courses teach,Learn C++ features from basic to more advanced such as inheritance and polymorphic functions,Learn C++ using a proven curriculum that covers more material than most C++ university courses,Learn C++ from an experienced university full professor who has been using and teaching C++ for more than 25 years,Includes Quizzes, Live Coding Exercises, Challenge Coding Exercises and Assignments,New Section: Learn to use Visual Studio Code with C++,New Section: Learn all about using C++ Lambda Expressions']"
Vue - The Complete Guide (incl. Router & Composition API),"['Development,Web Development,Vuex']","['Build amazing Vue.js Applications - all the Way from Small and Simple Ones up to Large Enterprise-level Ones,Understand the Theory behind Vue.js and use it in Real Projects,Leverage Vue.js in both Multi- and Single-Page-Applications (MPAs and SPAs),Learn the latest version of Vue (Vue 3), including the brand-new Composition API']"
Docker Mastery: with Kubernetes +Swarm from a Docker Captain,"['Development,Software Development Tools,Kubernetes']","[""How to use Docker, Compose and Kubernetes on your machine for better software building and testing.,Learn Docker and Kubernetes official tools from an award-winning Docker Captain!,Learn faster with included live chat group (50,000 members!) and monthly live Q&A.,Gain the skills to build development environments with your code running in containers.,Build Swarm and Kubernetes clusters for server deployments!,Setup GitHub Actions to auto-build your images and scan for security vulnerabilities,Hand's-on with best practices for making Dockerfiles and Compose files like a Pro!,Build and publish your own custom images.,Create your own custom image registry to store your apps and deploy in corporate environments.""]"
Docker and Kubernetes: The Complete Guide,"['Development,Software Development Tools,Docker']","['Learn Docker from scratch, no previous experience required,Master the Docker CLI to inspect and debug running containers,Build a CI + CD pipeline from scratch with Github, Travis CI, and AWS,Understand the purpose and theory of Kubernetes by building a complex app,Automatically deploy your code when it is pushed to Github!']"
R Programming A-Z™: R For Data Science With Real Exercises!,"['Development,Data Science,R (programming language)']","['Learn to program in R at a good level,Learn how to use R Studio,Learn the core principles of programming,Learn how to create vectors in R,Learn how to create variables,Learn about integer, double, logical, character and other types in R,Learn how to create a while() loop and a for() loop in R,Learn how to build and use matrices in R,Learn the matrix() function, learn rbind() and cbind(),Learn how to install packages in R,Learn how to customize R studio to suit your preferences,Understand the Law of Large Numbers,Understand the Normal distribution,Practice working with statistical data in R,Practice working with financial data in R,Practice working with sports data in R,Show less']"
Complete Python Developer in 2023: Zero to Mastery,"['Development,Programming Languages,Python']","['Become a professional Python Developer and get hired,Master modern Python 3.11(latest) fundamentals as well as advanced topics,Learn Object Oriented Programming,Learn Function Programming,Build 12+ real world Python projects you can show off,Learn how to use Python in Web Development,Learn Machine Learning with Python,Build a Machine Learning Model,Learn Data Science - Analyze and Visualize Data,Build a professional Portfolio Website,Use Python to process: Images, CSVs, PDFs, and other Files,Build a Web Scraper with Python and BeautifulSoup,Use Python to send Emails and SMS,Use Python to build a Twitter bot,Learn to Test, Debug and Handle Errors in your Python programs,Learn best practices to write clean, performant, and bug free code,Learn to use Selenium and Python in Automation,Set up a professional workspace with Jupyter Notebooks, PyCharm, VS Code + more,Show less']"
The Complete Flutter Development Bootcamp with Dart,"['Development,Mobile Development,Google Flutter']","['Build beautiful, fast and native-quality apps with Flutter,Become a fully-fledged Flutter developer,Build iOS and Android apps with just one codebase,Build iOS and Android apps using just one programming language (Dart),Build a portfolio of beautiful Flutter apps to impress any recruiter,Understand all the fundamental concepts of Flutter development,Become proficient in one of the fastest growing technologies']"
Python and Django Full Stack Web Developer Bootcamp,"['Development,Web Development,Django']","['Create a fully functional web site using the Full-Stack with Django 1.11,Learn how to use HTML to create website content,Use CSS to create beautifully styled sites,Learn how to take advantage of Bootstrap to quickly style sites,Use Javascript to interact with sites on the Front-End,Learn how to use jQuery to quickly work with the DOM,Understand HTTP requests,Create fantastic landing pages,Learn the power of Python to code out your web applications,Use Django as a back end for the websites,Implement a full Models-Views-Templates structure for your site,Show less']"
The Python Bible™ | Everything You Need to Program in Python,"['Development,Programming Languages,Python']","['Gain a Solid & Unforgettable Understanding of the Python Programming Language.,Gain the Python Skills Necessary to Learn In-Demand Topics, such as Data Science, Web Development, AI and more.,Build 11 Fun and Memorable Python Projects.,Use Logic and Data Structures to Create Python Programs That Can Think.,Use Object-Oriented Programming (An Industry-Standard Coding Technique) to Write High Quality Python Code.,Use Raw Text Data in Python to Generate Automated Messages and Customise User Experiences.,Use Loops in Python to Improve Code Efficiency and Maximize Your Productivity.,Create Your Own Custom Python Functions to Simplify Your Code.']"
JavaScript: Understanding the Weird Parts,"['Development,Web Development,JavaScript']","[""Grasp how Javascript works and it's fundamental concepts,Write solid, good Javascript code,Understand advanced concepts such as closures, prototypal inheritance, IIFEs, and much more.,Drastically improve your ability to debug problems in Javascript.,Avoid common pitfalls and mistakes other Javascript coders make,Understand the source code of popular Javascript frameworks,Build your own Javascript framework or library""]"
SQL for Beginners: Learn SQL using MySQL and Database Design,"['Development,Database Design & Development,SQL']","['Have a detailed knowledge and understanding of using MySQL, one of the most widely used databases in the world.,Obtained a knowledge of SQL, and MySQL, allows students to apply for jobs in the IT sector.,In-depth knowledge of database design will give students an edge over other applicants.']"
Master Microservices with Spring Boot and Spring Cloud,"['Development,Web Development,Microservices']","['Develop and design REST API and REST WEB SERVICES with Spring Boot,Develop MICROSERVICES with Spring Boot and Spring Cloud,Orchestrate microservices with KUBERNETES,Create containers for microservices with DOCKER,IMPLEMENT Exception Handling, Validation, HATEOAS and filtering for RESTful Web Services.,Implement client side load balancing (Ribbon), Dynamic scaling(Eureka Naming Server) and an API Gateway (Zuul),You will setup Centralized Microservices Configuration with Spring Cloud Config Server,You will learn to implement Distributed tracing for microservices with Spring Cloud Sleuth and Zipkin,You will implement Fault Tolerance for microservices with Hystrix,You will understand how to version your RESTful Web Services,You will understand how to monitor RESTful Services with Spring Boot Actuator,You will understand how to document RESTful Web Services with Swagger,You will understand the best practices in designing RESTful web services,Using Spring Cloud Bus to exchange messages about Configuration updates,Simplify communication with other Microservices using Feign REST Client,Show less']"
Understanding TypeScript,"['Development,Web Development,Typescript']","['Use TypeScript and its Features like Types, ES6 Support, Classes, Modules, Interfaces and much more in any of their Projects,Understand what TypeScript really is about and how it works,Why TypeScript offers a real advantage over vanilla JavaScript,Learn TypeScript both in theory as well as applied to real use-cases and projects,Learn how to combine TypeScript with ReactJS or NodeJS / Express']"
"Deep Learning A-Z™ 2023: Neural Networks, AI & ChatGPT Bonus","['Development,Data Science,Neural Networks']","['Understand the intuition behind Artificial Neural Networks,Apply Artificial Neural Networks in practice,Understand the intuition behind Convolutional Neural Networks,Apply Convolutional Neural Networks in practice,Understand the intuition behind Recurrent Neural Networks,Apply Recurrent Neural Networks in practice,Understand the intuition behind Self-Organizing Maps,Apply Self-Organizing Maps in practice,Understand the intuition behind Boltzmann Machines,Apply Boltzmann Machines in practice,Understand the intuition behind AutoEncoders,Apply AutoEncoders in practice,Show less']"
The Complete React Native + Hooks Course,"['Development,Mobile Development,React Native']","['Create real-world native apps using React Native,Make truly reusable components that look great,Understand the terminology and concepts of Redux,Prototype and deploy your own applications to the Apple and Google Play Stores,Get up to speed with React design principles and methodologies,Discover mobile design patterns used by experienced engineers']"
"NodeJS - The Complete Guide (MVC, REST APIs, GraphQL, Deno)","['Development,Programming Languages,Express Framework']","['Work with one of the most in-demand web development programming languages,Learn the basics as well as advanced concepts of NodeJS in great detail,Build modern, fast and scalable server-side web applications with NodeJS, databases like SQL or MongoDB and more,Understand the NodeJS ecosystem and build server-side rendered apps, REST APIs and GraphQL APIs,Get a thorough introduction to DenoJS']"
"Advanced CSS and Sass: Flexbox, Grid, Animations and More!","['Development,Web Development,CSS']","['Tons of modern CSS techniques to create stunning designs and effects,Advanced CSS animations with @keyframes, animation and transition,How CSS works behind the scenes: the cascade, specificity, inheritance, etc.,CSS architecture: component-based design, BEM, writing reusable code, etc.,Flexbox layouts: build a huge real-world project with flexbox,CSS Grid layouts: build a huge real-world project with CSS Grid,Using Sass in real-world projects: global variables, architecting CSS, managing media queries, etc.,Advanced responsive design: media queries, mobile-first vs desktop-first, em vs rem units, etc.,Responsive images in HTML and CSS for faster pageloads,SVG images and videos in HTML and CSS: build a background video effect,The NPM ecosystem: development workflows and building processes,Get friendly and fast support in the course Q&A,Downloadable lectures, code and design assets for all projects,Show less']"
Mastering Data Structures & Algorithms using C and C++,"['Development,Software Engineering,Data Structures']","['Learn various Popular Data Structures and their Algorithms.,Develop your Analytical skills on Data Structure and use then efficiently.,Learn Recursive Algorithms on Data Structures,Learn about various Sorting Algorithms,Implementation of Data Structures using C and C++']"
Complete C# Unity Game Developer 3D,"['Development,Game Development,Game Development Fundamentals']","['Learn C# from scratch. A powerful modern language.,Get experience using Unity 2020 - a very versatile 3D tool.,Gain an excellent general knowledge of video game design.,Make 2.5D and 3D games in Unity.,Transfer your knowledge to .NET, other languages, and more.,Learn how object oriented programming works in practice.,Develop a positive attitude to problem solving.,Practical exercises EVERY VIDEO to build actual skills.,Learn good coding and design patterns.,Learn to use source control, a valuable tool for working in small teams.']"
Apache Kafka Series - Learn Apache Kafka for Beginners v3,"['Development,Database Design & Development,Apache Kafka']","['Understand Apache Kafka Ecosystem, Architecture, Core Concepts and Operations,Master Concepts such as Topics, Partitions, Brokers, Producers, Consumers,Start a personal Kafka development environment,Learn major CLIs: kafka-topics, kafka-console-producer, kafka-console-consumer, kafka-consumer-groups, kafka-configs,Create your Producers and Consumers in Java to interact with Kafka,Program a Real World Twitter Producer & ElasticSearch Consumer,Extended APIs Overview (Kafka Connect, Kafka Streams), Case Studies and Big Data Architecture,Practice and Understand Log Compaction']"
Statistics for Data Science and Business Analysis,"['Development,Data Science,Data Science']","['Understand the fundamentals of statistics,Learn how to work with different types of data,How to plot different types of data,Calculate the measures of central tendency, asymmetry, and variability,Calculate correlation and covariance,Distinguish and work with different types of distributions,Estimate confidence intervals,Perform hypothesis testing,Make data driven decisions,Understand the mechanics of regression analysis,Carry out regression analysis,Use and understand dummy variables,Understand the concepts needed for data science even with Python and R!,Show less']"
Python for Beginners: Learn Python Programming (Python 3),"['Development,Programming Languages,Python']","['Write Python programs that can be used on Linux, Mac, and Unix operating systems.']"
Java Programming for Complete Beginners,"['Development,Programming Languages,Java']","['HANDS-ON with EXERCISES and PUZZLES: Learn Object Oriented Programming with Java,CLEAR YOUR JAVA INTERVIEWS: GET ALL the SKILLS to demonstrate an EXPERTISE with Java Programming']"
HTML and CSS for Beginners - Build a Website & Launch ONLINE,"['Development,Web Development,CSS']","['You will Learn HTML,You will learn CSS,You will get a certification after the course that you can print,You will get the skills you need to make websites']"
React Native - The Practical Guide [2023],"['Development,Mobile Development,React Native']","['Learn how to use ReactJS to build real native mobile apps for iOS and Android,Develop cross-platform (iOS and Android) mobile apps without knowing Swift, ObjectiveC or Java/ Android,Explore React Native basics and advanced features!,Learn how to use key mobile app features like Google maps or the device camera']"
Go: The Complete Developer's Guide (Golang),"['Development,Programming Languages,Go (programming language)']","['Build massively concurrent programs with Go Routines and Channels,Learn the advanced features of Go,Understand the differences between commonly used data structures,Prove your knowledge with dozens of included quiz questions,Apply Interfaces to dramatically simplify complex programs,Use types to future-proof your code and reduce the difficulty of refactors']"
"C# Intermediate: Classes, Interfaces and OOP","['Development,Programming Languages,Object Oriented Programming']","['Work with classes, constructors, fields, properties, methods and indexers,Use encapsulation to improve the robustness of the code and reduce the impact of change,Re-use code using inheritance and composition,Understand the problems with inheritance and how composition solves these problems,Change the behaviour of an application by extending its code, rather than changing it,Develop loosely-coupled, testable and extensible applications using interfaces']"
