Course Title,Labels,Details
Wordpress for Beginners - Master Wordpress Quickly,"['Design,Web Design,WordPress']","['Install Wordpress on your PC or Mac computer, so you can learn without having to pay hosting or domain fees.,This course will teach anyone to build a functional, beautiful, responsive website with Wordpress.,Navigate around the Wordpress dashboard, know what everything does and how to use it.,Understand the main features of Wordpress,Create pages and posts, and most importantly, know the difference between the two.,Create custom menus and navigation systems that both visitors and search engines will find useful.,Correctly use post categories and tags, and understand why these can cause you problems at the search engines if used incorrectly.,Know how to configure Wordpress for best results,Understand plugins & themes and how to find/install them,Protect their Wordpress website from hackers and spammers,Create a static homepage useful for most websites, or a blog like homepage useful for bloggers.,Create a Responsive Website that looks good on any browser,Show less']"
Adobe Illustrator CC - Essentials Training Course,"['Design,Graphic Design & Illustration,Adobe Illustrator']","[""You will be able to add Illustrator to your CV,You will be able to start earning money from your Illustrator Skills.,You will have over 30 of your own projects to add to your portfolio.,Feel comfortable using Adobe Illustrator to design your own graphics from scratch.,Navigate Adobe Illustrator CC like a pro.,Design your own graphics, without any experience.,Draw beginner to advanced shapes and icons.,Learn all of the key skills of Illustrator: shapes, text, masking, effects, and exporting.,Master advanced Illustrator tools and techniques.,Export your projects for print, web, or other design projects.,Make your ideas come to life.,Create your own logos.,Draw existing famous logos.,Illustrate animals.,Draw with paint brushes.,Draw with pens & pencils.,Create custom typography.,Take hand drawings and recreate them using Illustrator.,Create a logo badge with text that wraps around.,Create type that follows a curving line.,Put images inside of text for cool effects.,Create beautiful gradients and apply them to icons, text & illustrations.,Find the secrets to choosing color combinations for your work.,Create a paper cut effect.,Pull, push & cut text to make interesting styles.,Repeat patterns to create vector flowers.,You will redraw yourself as an illustration.,Create many different icons styles.,Build a repeating pattern to be used as wallpaper or fabric designs.,Find many templates for posters, stationery & UI designs to save you time.,You'll build create assets like colors, patterns & drawings using the Illustrator mobile app.,Show less""]"
The complete AutoCAD 2018-21 course,"['Design,Architectural Design,AutoCAD']","['Make and edit their own AutoCAD Drawings, Plans and Layouts,Prepare for the AutoCAD certification exams,Work with projects like floor plans, circuit diagrams and mechanical drafting,New features of AutoCAD 2019, 20 and 2021 version']"
Web Design for Beginners: Real World Coding in HTML & CSS,"['Design,Web Design,CSS']","['Create any website layout you can imagine,Support any device size with Responsive (mobile-friendly) Design,Add tasteful animations and effects with CSS3,Use common vocabulary from the design industry']"
"Complete Web & Mobile Designer in 2023: UI/UX, Figma, +more","['Design,Web Design,Mobile App Design']","['Build beautifully designed web and mobile projects for your customers using modern tools used by top companies in 2023,Get hired as a Designer or become a freelancer that can work from anywhere and for anyone. Designers are in high demand!,Includes 100+ assets and premium design templates that you can keep and use to customize for all your future projects,Master Figma for your design needs then learn to convert your designs into a live HTML an CSS website,Have an amazing design portfolio customized and professionally completed by the end of the course (we provide it for you!),Master both Web and Mobile design principles and how to go from sketching to fully fledged high fidelity designs that will wow customers,Learn to design for all types of devices using Figma and other tools used by some of the top designers in the world,Learn to use HTML5 and CSS3 to make your designs come to life and create fully working websites,Learn best practices that takes years to learn in the design industry,Learn to make professional logos and design choices for all branding needs,Learn UI/UX best practices using the latest trends in the industry,Learn to be a designer as well as a web developer at the same time (a rare combination of skills that is in high demand)!,Show less']"
Adobe Photoshop CC: A Beginner to Advanced Photoshop Course,"['Design,Design Tools,Photoshop']","[""You'll be comfortable navigating Photoshop, creating new projects, designing how you imagine, and saving it for any purpose.,You'll learn graphic design, photo editing & photo retouching in Photoshop,You'll learn the essential Photoshop tools for editing and manipulating images.,You'll learn how to use the Photoshop layers panel including creating and editing layer masks.,You'll know how to edit photos (both RAW and compressed images) with a variety of tools and non-destructive methods.,You'll learn how to select and edit just parts of your image with a number of selection tools.,You'll know how to retouch photos to remove blemishes, fix red-eye, whiten teeth, and more.,You'll learn how to use the shape tool and pen tool to design custom shapes.,You'll know how to use blending modes, layer styles, and blending modes to create fun and unique projects.,You'll learn how to add and edit text to your graphics.,You'll learn how to save your Photoshop projects for print and web.,You'll HAVE FUN learning and using Photoshop!,Show less""]"
Figma UI UX Design Essentials,"['Design,User Experience Design,User Experience Design']","[""How to begin working as a UX Designer using Figma.,How to use Figma for Essential UX Design & UI Design,How to make fully interactive prototypes.,How to work with a UX personas.,You will be able to add UX designer to your CV.,Build a UX project from beginning to end.,What the client expects of you as a UX designer.,How to create simple wireframes.,How to implement colours & images properly in your designs.,The dos & don'ts around choosing fonts for web & mobile apps.,How to create your own icons, buttons & other UI components.,Terms such as Components, Constraints & Multi Dimensional Variants.,Free UI kits & plugins for Figma which will speed up our workflow dramatically!,How to build a simple style guide, ready for client handoff.,How to make both simple & advanced micro interactions, page transitions & animations.,Learn to design websites & mobile phone apps.,Work with fonts & colors.,Test on mobile phones.,Export production ready assets.,Create your first UX brief & persona.,Learn professional workflow tricks & shortcuts.,Forum support from me and the rest of the BYOL crew.,All the techniques used by UX professionals,111 videos of detailed Figma & UX & UI Design content.,Show less""]"
Drawing and Painting on the iPad with Procreate,"['Design,Design Tools,Procreate Digital Illustration App']","['Users will have a deep understanding of Procreate,Create Speedraw videos they can post online,Create and import custom brushes,Have a basic understanding of how to compose and create a painting']"
"CSS - The Complete Guide 2023 (incl. Flexbox, Grid & Sass)","['Design,Web Design,CSS']","[""Learn why CSS is amazing, not something to be afraid of!,Use basic as well as advanced CSS features,Flexbox, grid, animations, transitions, fonts, media queries and much more - it's all included!,Understand the concepts and theory behind CSS and certain CSS features,Build beautiful websites which don't just contain great content but also look good""]"
The Complete Graphic Design Theory for Beginners Course,"['Design,Graphic Design & Illustration,Graphic Design']","['You will have intermediate to expert level knowledge of graphic design theory that you will immediately be able to apply to your career, job, hobby, or company.,You will be given a major overview of the most common graphic design practices and the thought process behind these principles.,You will be given real-world, applicable projects that you can follow along with and practice.,You will achieve the experience and knowledge to take graphic design fundamentals and apply them in your everyday life.,You will learn color theory and how it applies to the world around us, from products and art to branding and advertising.,You will learn typography theory and how type plays a major role in both print mediums and digital media.,You will learn photography composition and how it interacts with graphic design elements to create stunning looking artwork.,You will learn layout, user interface and experience design, and composition to understand how to control what you want the viewer to see.,You will learn about logo design and branding, and the way that you or your company can use these ideas to get in the eyes of more people.,You will learn about past and current design trends that you can use as a source for creating your own original work.,You will learn about the legal side of design and how you can take safe measures to make sure you are following the proper laws of copyright and trademarks.,Learn the Step-By-Step process to becoming a graphic designer,NEW! Learn some 2021 design trends to look out for with three new student projects,Show less']"
"Graphic Design Bootcamp: Photoshop, Illustrator, InDesign","['Design,Graphic Design & Illustration,Graphic Design']","['Gain a clear understanding of how to work with BOTH print and web projects in Photoshop, Illustrator, and InDesign.,Develop the skills and confidence to create common graphic design projects.,Build a skill set that can set you up to be employable in the creative industry as a graphic designer.,Begin to understand the basics of logo design, including typography and color usage.,Learn how to make and refine selections using Photoshop.,Learn how to make composite images using Photoshop.,Work with typography, shapes, colors, and more in Illustrator.,Learn how to efficiently package and export files.,Learn how to lay out graphics and text while designing an eBook with InDesign.,Discover how to export your finished portfolio projects directly from the Adobe CC into Behance.,Learn how to mask shapes and work with Font Awesome icons.,Learn how to set up a logo mood board and how to present your work to clients.,Work with the type tools in Adobe Illustrator.,Show less']"
Adobe InDesign CC - Essentials Training Course,"['Design,Graphic Design & Illustration,InDesign']","['You will be able to add InDesign to your CV,You will be able to start earning money from your InDesign Skills.,You will have over 5 of your own projects to add to your portfolio.,You will build a flyer in InDesign.,You will create a postcard design.,You will build a company brochure.,You will create a magazine layout.,You will create a company newsletter.,You will create your own business card.,You will build stationery for a business including letterhead & comp slip.,You will build a longer annual report document.,You will create & use corporate colors.,Show more']"
Learn Figma - UI/UX Design Essential Training,"['Design,User Experience Design,Figma']","['Design Websites,Design mobile and desktop apps,You will have a fully interactive design and prototype at the end of this course,You will learn how to reuse design elements for future projects']"
The Ultimate Digital Painting Course - Beginner to Advanced,"['Design,Graphic Design & Illustration,Digital Painting']","['Digital painting techniques,Drawing Fundamentals,How to create concept art,Color theory,Character design,Photo realistic painting,Perspective']"
User Experience Design Fundamentals,"['Design,User Experience Design,User Experience Design']","[""Understand user experience design and why it's important,Understand the elements of user experience,Understand how the elements of user experience work together,Understand strategy as an element of user experience,Understand the research process,Identify business goals, and user needs,Understand scope as an element of user experience,Create a functional specification,Learn how to develop content requirements,Learn to prioritize specs and requirements,Understand structure as an element of user experience,Architect information effectively,Understand organizing principles for digital media,Understand skeleton as an element of user experience,Understand navigation design,Create an effective information design,Learn to create wireframes,Understand surface as an element of user experience,Learn visual design principles,Understand contrast and uniformity,Learn the best use of color and typography,Understand A/B testing processes,Learn resources available to assist with User Experience Design Process,Show less""]"
"UX & Web Design Master Course: Strategy, Design, Development","['Design,User Experience Design,User Experience Design']","['A clear understanding of the principles and benefits of good UX and how to apply it to your website,A strategy for making sure you know what people need from your website, and what you or your client needs from it in order to succeed,The confidence to know what information should be included in your website, and how to design it to increase conversions,The ability to code a variety of websites with HTML, CSS, WordPress, and other tools']"
Complete Web Design: from Figma to Webflow to Freelancing,"['Design,Web Design,Web Design']","['You will learn graphic design concepts like layout, typography, visual hierarchy, design tricks, and more.,You will learn how to design beautiful websites using Figma, an interface design tool used by designers at Uber, Airbnb and Microsoft.,You will learn how to take the designs and build them into websites using Webflow — a powerful site builder used by teams at Adobe, Dell, NASA and more.,You will learn secret tips of freelance web designers and how they make great money freelancing online.']"
"After Effects CC Masters: VFX, Motion Graphics, Animation+","['Design,Design Tools,After Effects']","[""You will know how to use After Effects to make your videos better than ever,You will be comfortable using After Effects - even if you're a beginner,Know how to create a video project from start to finish in After Effects,Create professional motion graphics that improve your videos,Add creative visual effects to your video projects,Export high quality videos from After Effects and know how to use it with Premiere Pro efficiently,You will have the full support of an instructor who loves teaching""]"
Crash Course Electronics and PCB Design,"['Design,Other Design,Electronics']","['Students will be able to analyze and construct basic analog and digital circuits. As well as design printed circuit boards, assemble and get them running.,Students will be able to leverage this knowledge to build and produce electronic products completely themselves.,Students will be able to use numerous CAD and design tools such as schematic entry, PCB layout and routing, circuit simulators, MATLAB, and more.,Students will learn how to use basic electronics lab equipment such as oscilloscopes, power supplies, signal generators, and more.,Students will learn hands on techniques such as circuit construction with solderless breadboards, wire wrapping, and soldering.']"
Creating 3D environments in Blender,"['Design,3D & Animation,3D Modeling']","['Creating stunning unique environments,Learn Blender 3.2,Working with Geometry nodes,Learn the Blender basics,Creating photo-scanned trees,Creating a procedural volumetric sky,Organize your workflow to make large environment scenes,Use 4k /8k PBR textures,Find motivation and inspiration to build your dream scene']"
DESIGN RULES: Principles + Practices for Great UI Design,"['Design,Web Design,User Interface Design']","['Learn to create useful, usable and visually compelling UI design for any kind of app, site or system.,Learn how to properly balance form and function,Learn the critical rules for designing on small screens and mobile devices,Learn how to effectively organize and economize visual information,Learn how to apply the principle of Balance to create visual order,Learn how to apply the principle of Rhythm to establish and reinforce comprehension,Learn how to apply the principle of Harmony to shape disparate UI elements into a unified, consistent experience,Learn how to apply the principle of Dominance to direct user focus and enhance UX,Learn how to apply the principle of Alignment to lead the user\'s eye and speed task completion,Learn how to apply the principle of Proximity to signal relationships between screen elements and decrease users\' cognitive effort,Learn to communicate with color, typography and imagery in the UI,Learn how color communicates and influences interaction,Learn how to choose the right colors for any UI design,Learn how to apply contrast properly to guide users and call attention to critical UI elements and interactions,Learn how to determine whether or not color and contrast are appropriate,Learn and apply the fundamentals of typography as a design element,Learn how to choose the right fonts and design appropriately with them,Learn and apply 7 crucial rules for great typographic design,Learn and apply 5 rules for choosing the right imagery,Learn and apply a core set of DOs and DON\'Ts when designing with images,Learn how to create and simplify visual cues that direct user focus and interaction,Learn the 3 kinds of data visualizations used in UI design and when they\'re appropriate,Learn how the context of the data presented determines its visual form,Learn and apply 6 rules for great data design,Learn how to simplify visual information to clarify meaning and improve UX,Learn how to visually separate content from controls to make interactions easier for users to understand and act on,Walk away with a set of ""18 UI Design Mantras"" that you can apply to anything and everything you ever design!,Show less']"
"The Complete App Design Course - UX, UI and Design Thinking","['Design,User Experience Design,Mobile App Design']","['Create mobile app designs from scratch,Understand the differences between designing for iOS and Android,Create wireframe designs for any digital project,Create mockups using Sketch and other tools,Create animated prototypes,Start a new career as a UI/UX designer']"
Photoshop 2022 MasterClass,"['Design,Graphic Design & Illustration,Photoshop']","['Learn all the different kind of Selection techniques,Master Masking to be able to seamlessly combine images together,Learn how to retouch photos like a pro,Understand the differences and pros/cons between different image file formats,Learn useful keyboard shortcuts and best practices,Learn Photoshop from the very beginning the way a professional would use it']"
UX Design & User Experience Design Course - Theory Only,"['Design,User Experience Design,User Experience Design']","['You’ll learn what the relevant tools are for UX Designers.,You’ll find out how much a UX designer can earn.,You’ll learn how to research a UX project.,You’ll learn the difference between UI & UX.,You’ll learn what the responsibilities of a UX designer are.,You’ll be able to run your first user testing sessions.,You’ll know how to run competitor research.,You’ll learn how to build user profiles & personas.,You’ll learn how to create wireframes.,You’ll learn how to use InVision building mockups.,You’ll learn how to report your user testing results.,Show less']"
Sketch from A to Z (2022): Become an app designer,"['Design,Graphic Design & Illustration,Mobile App Design']","['Master Sketch to create a strong mobile app design from start to finish,Advanced techniques and shortcuts to design faster than most professionals,User interface design best practices to solve problems effectively,Know how to simplify visual information to clarify meaning and improve UX,Understand how to design for different device viewports,How to leverage tools to ensure pixel perfect design work,How to save tons of time by using shared styles, symbols, and libraries,How to export and hand off the assets developers need to build a real app,How a good UI (user interface) influences good UX (user experience),Be a professional designer who creates better apps faster']"
How to Work with Interior Design Styles Like a Pro,"['Design,Interior Design,Interior Design']","['Understand 18 of the main interior design styles used in today’s homes in great detail.,Articulate the defining furniture characteristics of each main style,Select the common materials used in each of the main styles,Select appropriate color schemes used for each of the main styles,Select the commonly used patterns for each of the main styles,Select appropriate window coverings and flooring used for each of the main styles,Discover your interior design style personality,Learn how to mix different styles with confidence!']"
Adobe Photoshop CC – Advanced Training Course,"['Design,Graphic Design & Illustration,Photoshop']","[""You will be able to earn more using these new Photoshop skills.,You will create multiple images for you to use in your Portfolio.,You will be able to add 'Advanced Photoshop User' to your CV.,You will create multiple social media graphics for Instagram, Facebook, Twitter, Pintrest & Youtube.,You will know how to mask people with one click.,You will create a fruit juice poster.,You will replace ugly skies with new blue skies.,You will create an image by combining 3 different images.,You will create amazingly realistic shadows.,You will build animations ready for social media.,You will make blurry images - sharp & focused.,You will master advanced curves & levels.,You will retouch perfect skin.,You will change colors of a flower & dress.,You will make images larger without distorting them.,You will automatically generate more grass & sky in an image.,You will remove unwanted objects from a photograph,You will edit video in Photoshop.,You will bend text to fit into a heart shape.,You will tread a vine through text.,You will manipulate cartoon characters into lots of different positions.,You will add color to images to create trendy new images styles.,You will add dust & splatters to an image & text for a grunge effect.,Create photographs with Instagram effects.,You will create a double exposure using a woman & a mountain scape.,You will transform 3 images into realistic water color images.,Build 2 images that look like they have a pixel explosion & decaying effect.,You will create a flyer using new & exciting fonts.,You will discover unknown fonts from your images using Photoshop,You will create flourished text so your text looks elegant.,You will build multiple advertising banners.,You will create professional retouching projects.,You will remove a nose ring from a model.,You will remove acne from a model.,Enhance eyes in your photographs.,Whiten teeth,Remove unwanted lights from a photograph,Completely remove people & objects from 6 images.,Remove bags from underneath eyes.,Enlarge eyes.,Add a smile to a model.,You will add depth to static photographs by animating using parallax so they feel like a real 3D movie.,Create repeating looping videos for social media using cinemagraphs in Photoshop,Create 3D text of your name.,Build a 3D logo.,Build mockups of your images in real life situations like on: computer screens, posters on walls, in magazines, billboards, mobile phones.,You'll learn the best selection and masking techniques,You'll know how to fix images that look 'hard to fix',You'll master advanced levels and curves tricks, specifically with skin, adjusting and enhancing colors,You'll learn how to enlarge images without distortion and what to do when things go wrong,You'll know how to convincingly remove all kinds of objects from images,My favourite: You'll master the ability to distort, bend and reshape images,Lets look at how current trending styles are super easy to duplicate,You will become a type nerd. We'll use font pairing in Typekit. We'll also use Photoshop's ability to guess fonts,Your Artboard skills will be mastered,A master of retouching, you will become!,We'll also create awesome cinemagraphs, AKA: Moving pictures!,You'll learn lots about professional, reusable mockups, techniques and shortcuts!,Show less""]"
Gamification: Motivation Psychology & The Art of Engagement,"['Design,User Experience Design,Gamification']","['Understand the psychology of human behaviour,Motivate your students, staff, customers, users and yourself,Build an engagement plan to create change in a community']"
Adobe Illustrator CC – Advanced Training Course,"['Design,Graphic Design & Illustration,Adobe Illustrator']","[""You will be able to earn more using these new Illustrator skills.,You will create multiple images for you to use in your Portfolio.,You will be able to add 'Advanced Illustrator User' to your CV.,53 Lectures 4+ hours of content,Speed up your productivity & workflow,Advanced anchor point & pen tool tricks,You will build your own animated gifs.,Mastering lines & strokes,Depth & perspective,Set permanent defaults for fonts, colours,Be able to turn hyphenation off once and for all,Make beautiful charts & graphs.,You will learn to make quick colour adjustments, gradients meshs & how to blend it all together,Your creativity will be doubled once you finish the transform, distort & blending section of the course,Know how to speed up your personal workflow & how to speed up Illustrator,Create your own custom icons.,You'll draw various animals to explore the fastest ways to create them.,You'll create your own custom lettering using swirls, whips & flourishes.,Take hand drawn lettering and vectorize it in Illustrator.,You'll create 3D icons for a website.,You'll create UI designs for an app & website.,You'll create paper cut effects inside of text.,You'll make a pie chart, line chart & bar graph.,You'll blend real images together to create cool instagram style filters.,You'll create a post card with advanced color & prepress tricks.,Adjust all the colors in your illustrator at once, making it easy to re-color & test color combinations.,Warp text so that if fits inside of shapes.,Create a 3D style ribbon.,Make 3D text & logos.,Create lots of blended lines for exciting linear effects.,Create linocut flowers.,Create duotones.,Build a half tone image.,Fill shapes with text.,Show less""]"
Adobe Premiere Pro CC – Essentials Training Course,"['Design,Design Tools,Adobe Premiere']","[""Learn how to edit a video interview,Learn how to edit a wedding video,Learn how to edit a short documentary,Learn how to edit social media advertising videos for Instagram, Facebook, Twitter & Youtube Stories,Learn how to edit YouTube ‘how to’ videos,Learn how to edit talking head footage mixed with screencasts and voiceovers,Learn the difference between After Effects & Premiere Pro,How to add import video your Premiere Pro Project,Color grading video using LUTs & Looks,Create video transitions,Add animated text & lower thirds,How to export video for social media, Youtube & film.,How to organize your video editing footage like a Pro,Where to find free music & video,Video effects like Cinema effects, Black & White, Film Grain, Vignettes, Orange & Teal effect.,How to speed up Premiere Pro so it doesn't run slow while editing.,Work with transition & video effects presets and templates.,Master Lumerti Color,Removing echo, background noise like fans, aircon & fridge hum,Looping background music,Syncing aligning video & audio automatically,Animating using keyframes,Mastering the Essentials Graphics panel,How to work with HD & 4K video,Understanding of Frames per second (FPS), aspect ratios & codecs,How to create motion graphic,How to work with high frame rates,How to work with B-Roll,Zooming in & out with screen capture video & voice over audio,Green Screen,Change images into videos,The ULTIMATE Premiere Pro shortcuts,Show less""]"
Autodesk Revit - beginner to an intermediate level,"['Design,Architectural Design,Revit']","['When you complete this course you will have the skills and knowledge to take a project from start to finish using the tools and library provided by Autodesk.,First I will take you through the download and install process to ensure the software has been correctly installed.,Now with 15 added quizzes, at the end of every section.,After completing the course, I have created a 40 question exam, testing you on both skill and knowledge,Now with Imperial notes to follow along!,This course is available to download for offline use.']"
SOLIDWORKS: Become a Certified Associate Today (CSWA),"['Design,3D & Animation,Certified SOLIDWORKS Associate (CSWA)']","['Confidently list your SOLIDWORKS skills in your resume,Use SOLIDWORKS to design/draft your next innovation,Take, with confidence, the SOLIDWORKS Associate Certification test - CSWA,Self-learn advanced functions in SOLIDWORKS,Use SOLIDWORKS to make basic models']"
WordPress Development with Bootstrap: The Complete Course,"['Design,Web Design,WordPress']","[""Learn how to install WordPress on your Mac, PC or Linux in less than 2 minutes using Local by Flywheel,Build a beautiful, modern and responsive WordPress theme using Bootstrap, the most popular web design framework,Have the skills to start making money on the side, as a casual freelancer, or full time as a work-from-home freelancer,Easily create dynamic templates for Pages, Posts and other widely used WordPress templates,Learn how to integrate Gutenberg and Elementor in your theme, so you can drag & drop an unlimited number of layouts!,Learn how to code your own custom designed widgets in Elementor,Build a WordPress theme that can be translated into multiple languages!,Code a beautiful blog layout that can be easily managed in the WordPress dashboard,Create a beautiful HTML & CSS website with Bootstrap (that doesn't look like generic Bootstrap websites!),Build custom dynamic multi-level menus and navigation bars that work seamlessly on any screen size,Convert any static HTML & CSS website into a custom WordPress theme,Have a thorough understanding of utilizing PHP to create WordPress websites & themes,Feel comfortable with the process of turning static websites into dynamic WordPress websites,Fully understand how to use Custom Post Types and Advanced Custom Fields in WordPress,Allow your clients to update and manage their websites by themselves by creating user accounts with limited permissions,Build blazing fast, optimized WordPress themes that are secure and protected from hackers,Make more income as a freelancer by offering WordPress websites as a service!,Show less""]"
Become a Game Designer the Complete Series Coding to Design,"['Design,Game Design,Game Development Fundamentals']","['Create advanced 2D/3D games and applications,Develop for Nintendo, Xbox, PS4, PC, Mac, iPhone, Android,Have a higher level understanding of the Unity game engine,Have a higher level understanding of Maya, 3DS MAX and Mudbox,Have a higher level understanding of digital painting in Photoshop,Work in game design, film, or software development,Build and publish your own games and apps']"
Master Digital Product Design: UX Research & UI Design,"['Design,User Experience Design,Product Design']","['Critical Thinking,User Interface Design,User Experience Research,Some Relevant Design History,History of Digital Product Design,Design Processes,How Human Perception Works,Increased Creativity,Usability Testing,Applied Psychology in Design']"
Photoshop In-Depth: Master all of Photoshop's Tools Easily,"['Design,Graphic Design & Illustration,Photoshop']","['Master the various Photoshop tools and describe how they are used in Photoshop.,Use the many tools in Photoshop and adjust their settings and options.,Describe the applications in which you would use certain tools.,Use tools in conjunction with one another.']"
Pixel Art Master Course - Beginner to Professional/Freelance,"['Design,Game Design,Pixel Art']","['Learn how to create both SIMPLE and COMPLEX pixel art! Objects, characters, environment, animations - ALL of it!,Build your own game art with prototypes!,Where to find clients, how to talk to them and how much to charge for your work!,You will learn to design and animate pixel art for all game genres (e.g. RPG, Platformer, Top-down),Get access to Discord server where you can work on real projects with other people']"
