Course Title,Labels,Details
Affinity Photo (version 1) : Solid Foundations,"['Photography & Video,Photography,Affinity Photo']","[""Use Affinity Photo to enhance images using proven techniques,Know why they are doing things a certain way,Be aware of the various 'gotchas' and problems that may arise,Load Affinity Photo and not be overwhelmed by the amount of options""]"
Complete Filmmaker Guide: Become an Incredible Video Creator,"['Photography & Video,Video Design,Video Production']","[""Complete mastery over lenses, lighting, sound recording, cinematography, and editing!,Create your own incredible videos from scratch with a brand new understanding of filmmaking!,Understand timeless video principles that will stay with you in all projects, forever!,Gain a film school level understanding of conceptualizing, shooting, and editing a project!,Take an idea and fully translate it into your own unique style of video!,Expand your creativity though understanding essential filmmaking theories, principles, and ideas!,Produce amazing content without expensive equipment, it's about the person behind the equipment!,Custom downloadable PDF's to map out and track your career and video making progress!""]"
After Effects CC: The Ultimate Motion Graphics Masterclass,"['Photography & Video,Video Design,Motion Graphics']","['Learn the top techniques to create Professional Motion Graphics,Stand out from the crowd and create top notch Motion Graphics Videos and perfectly looped GIF,And Yes! You will become a top motion graphics designer and add it to your CV, Confidently!,Learn and Practice how to create: Fake 3D, Styling, Bouncing & Overshoot, Loops & Recursions, Morphing, Perfect Conversions...,Understand and Apply the most useful Effects for Motion Graphics to create outstanding Motion,Conquer importing from Illustrator by learning how to avoid beginners mistakes,Learn how to work with shape layers at all levels and how to create Geometric shape Animation,Learn and Practice with pro Bounce & overshoot expressions, animation techniques, path animations...']"
Cinematography Masterclass: Videography + Cinematography,"['Photography & Video,Video Design,Cinematography']","['Cinematography Masterclass: Learn Video Production, Video Lighting, Filmmaking on Any Camera,Shoot beautiful video with any camera - from professional cinema to your iPhone,Get paid to shoot video as a cinematographer / videographer,Expose properly with ISO, Shutter Speed, and Aperture,Light your set like a professional director of photography,Work and navigate a film set,Choose the right tools (camera, lights, stabilization)']"
Your Road to Better Photography,"['Photography & Video,Digital Photography,Photography']",['Operate the Camera in full Manual Mode']
Cinematography Course: Shoot Expert Video on Any Camera,"['Photography & Video,Video Design,Videography']","['Shoot professional video by utilizing shot composition.,Optimize your camera settings for taking better video.,Replicate cinematic movie-like movement for your video.,Create professional lighting for any scenario.,Apply storytelling to your shots to instantly boost production quality.,Film people, landscapes, and architecture like a pro.,Properly document your travels, shoot short films, and boost your social media content.']"
Adobe Premiere Pro CC: Beginner Video Editing,"['Photography & Video,Video Design,Video Editing']","['Launching Your First Awesome Project,Import & Organise Footage Like A Pro,Selecting & Trimming Footage,Keyboard Shortcuts for Fast Editing,PROJECT #1: Create a Travel Montage (footage supplied),PROJECT #2: Create a Talking Head Video (footage supplied),Video Editing Fundamentals (i.e., adding background music, cut & trim, adding text, basic transitions),Create Stunning Graphics (i.e., fonts, motion graphics, cinematic text, animated lower thirds),Audio Mixing & Sound Effects (i.e., fading music, perfecting audio levels, selecting background music),Colour Correction & Colour Grading (i.e., lumetri scopes, look-up tables, grading fundamentals),Creating and Importing Professional Captions,Film Burn Transitions,Recording Perfect Voice-Over,How to Create Instagram Videos (Portrait, Square, Stories, IGTV),The Best Export Settings for YouTube,30+ FAQ Tutorials,Show less']"
Mastering Architecture and Real Estate Photography,"['Photography & Video,Commercial Photography,Architecture Photography']","['Learn a variety of techniques to photograph architecture and real estate properties.,How to find the best angle, light, and composition,How to light with flash or strobe lights,How to understand and fix bad color,How to achieve perfect interior lighting and exterior lighting,How to photograph a room in a house, commercial property, or a hotel']"
Digital Photography for Beginners with DSLR cameras,"['Photography & Video,Digital Photography,Digital Photography']","['Instructions on how to hold your camera correctly, which will help you to get sharp photographs.,Sound advice on how to choose the right camera lens for each situation.,The necessary confidence to change the most important camera settings correctly at the right time, which will allow you to get perfect photos every time.,The ability to compose photos that are well balanced and very pleasing to the eye.,The skill to spot creative photographic opportunities that will make your photos stand out from the rest.,The ability to take stunning photographs that tell stories of your vacations, adventures and functions, capturing memories in the process.']"
Color Grading with Da Vinci Resolve: Beginner to Advanced,"['Photography & Video,Video Design,Color Grading']","['You will be able to take a grading project from start to finish and deliver to a professional standard,You will be able to guide others through the color grading worklfow,You will develop a sense of style and be able to examine other films to inform your own practice.,You will be able to confidently continue to develop your skills as a colorist.']"
The Complete Final Cut Pro X Course Beginner To Intermediate,"['Photography & Video,Video Design,Final Cut Pro']","[""By the end of the course, you'll have edited your own Final Cut Pro X Mini and Master Projects from Scratch!,Edit videos like a professional from beginner to intermediate,Use the default transitions and also create your own from scratch!,Color correct your video to fix any issues with white balance and exposure,Create speed ramps and speed ramp transitions using Final Cut Pros transitions,Create high quality YouTube Videos Editing with Final Cut Pro X,Create High Quality Videos For Your Social Media - like Instagram, YouTube, and TikTok,Export and save your videos for HD playback,Design clean and professional titles for you videos,Edit green screen footage and add backgrounds to take your video to new heights,Add motion to your titles, photos, and videos to make the more visually appealing to your viewers,Show less""]"
GIMP 2.10 Masterclass: From Beginner to Pro Photo Editing,"['Photography & Video,Digital Photography,GIMP']","['How to Master GIMP 2.10,How to use all the tools in the GIMP toolbox.,The GIMP layout and its most important features,All 38 layer modes (blend modes) for creating image effects.,Important design and image editing concepts like Layers and Selection Areas,What\'s new in the latest versions of GIMP, including GIMP 2.10.28,Edit a photo professionally from start to finish.,Use proper methods, not shortcuts, for better and more professional results.,Import photos into GIMP.,Edit photos for print or web.,Make image adjustments using powerful built-in tools and filters.,Touch up photos to remove imperfections or background objects.,Enhance photos for a better finished product.,How to Master the Paths Tool,How to add a vignette around photos for a more dramatic effect.,The Dodge and Burn Tools for a ""Vogue"" look.,Crop or resize images with minimal quality loss, including cropping images into a circle shape.,Export your photos to file types supported by GIMP.,Create image compositions that combine graphic design, images, and filters.,Edit black and white photos using recommended tools and methods.,Edit low-light photos,Remove objects from photos and perform other photo manipulations,Repair old and damaged photographs,Show less']"
Beginner Canon Digital SLR (DSLR) Photography,"['Photography & Video,Digital Photography,Digital Camera Functionality']","[""You will learn how to see your images in a more sophisticated way, like a professional photographer.,You will add exposure to your photographer's tool belt and learn how it impacts many visual elements of your images.,You will learn how to adjust your aperture and why you would choose one aperture over another.,You will learn how to adjust your shutter speed and why you would choose one shutter speed over another.,You will learn how all of the modes (Auto, P, S, A and M) work and when you should be using each mode.,You will learn to recognize the difference between depth-of-field blur and motion blur.,You'll start spending more time observing and capturing beautiful moments around you, rather than staring down at your camera feeling confused.""]"
Food Photography: Capturing Food in Your Kitchen,"['Photography & Video,Photography,Food Photography']","[""Take beautiful photographs of food in your home.,Compose a variety of mouth-watering food photographs that tell your food's story,Create a unique setting and style for your own food photography,Control natural light in your home to shoot better photographs,Edit your food photographs to make them look even better""]"
Complete Photography : 21 Courses in 1 [Beginner to Expert],"['Photography & Video,Photography,Photography']","['Will understand basic photography concepts, Exposure Triangle, ISO, Shutter Speed, Aperture,Will understand advanced photography concepts, Histograms, Light Metering, RAW format,Will do practical projects with Photo Editing, Adobe Lightroo, Adobe Photoshop,Will konw how to earn money through stock photography,Will do practical projects with Black and White Photography,Will do practical projects in HDR and Night Photography,Will learn Macro Photography,Will learn how to earn money through photography,Will get practical knowledge on Photography blogging with WordPress,Earn Money Online using photography,Earn Passive Income using Photography,Show less']"
YouTube Academy 2023: Complete Beginner to Pro Step-by-Step,"['Photography & Video,Other Photography & Video,YouTube Audience Growth']","['How to set up and grow a successful YouTube channel from scratch,How to gain subscribers on YouTube quickly,Understand how youtube works and ranks videos so you can be seen by more,How to make money on YouTube and maximise how much you can earn,Set up your branding for a YouTube Channel,How to decide what to make your channel about,All about YouTube Analytics and how to use them to grow your channel,Step by Step how to set up a channel and upload videos,Step by Step how to make the perfect YouTube video to maximise views and subscriptions,How to optimise titles, keywords, thumbnails and more for discovery']"
Adobe Photoshop CC Essentials | Photoshop Retouching,"['Photography & Video,Photography Tools,Photoshop Retouching']","[""Discover how to edit and retouch your photos, like a pro, with Photoshop,37+ hours of Photoshop tutorials (recorded at 1080HD) already included - for both beginners and advanced users!,Photoshop - Learn how to edit like a pro. You'll learn how to use ALL retouching tools for awesome photos.,Photoshop Layers - learn how to use layers and take your creativity to the next level,Pro tips for a fast productive workflow,How to use Adjustment Layers & Masks to edit like a pro and be more creative,Adobe Camera Raw - everything you need to know to edit your photos like a pro,How to be more productive - a must for a fast and productive workflow,Photoshop basics - a solid foundation for your journey with Photoshop CC,How to use Adobe Bridge to organize and streamline your workflow,Understand the fundamentals of Photoshop,Understanding color in Photoshop - a must for a fast and productive workflow,How to add Photoshop Layer Styles to add that extra touch of creativity,Learn about Blending Modes and how to use them to take your creativity to the next level,How to create vectors in Photoshop,Learn how to Clone + Heal to master retouching,Learn how to crop, straighten and adjust for perspective,Learn how to convert your images to B&W like a true artist,Learn all about Photoshop filters, how to use and apply,Learn how to make your own Photoshop actions,Learn how to use 2 pro Photoshop editing tools; Curves & Levels.,Learn all about Photoshop brushes to help you master your editing. Plus, creative techniques too.,Learn all about how to use Typography with Photoshop,Learn how to make Selections to fine-tune your editing and retouching,Show less""]"
Master Adobe Lightroom Classic v12 & Lightroom CC v6 | 2023,"['Photography & Video,Photography Tools,Image Editing']","[""Learn how to edit your photos properly, like a pro. In both Lightroom Classic and Lightroom CC.,Learn my editing pro tips for awesome photos. In both Lightroom Classic and Lightroom CC.,Learn where your editing starts. It's not where you think.,Learn hidden secrets within the Develop Module - for editing precisely. In both Lightroom Classic and Lightroom CC.,How to use Lightroom productively,You will learn how to use all the editing tools, in both Lightroom Classic and Lightroom CC, to edit your photos based on your creative vision.,How to use Collections & Smart Collections (my favorite),How to create Develop presets,How to edit properly and productivley,Know exactly where to start your editing process,How to organize your photos,How to create a book in Lightroom,How to create a slideshow in Lightroom,Export your photos with presets,Use the Print Module to create files for your professional lab,Add keywords to your images,Find any photo, among thousands, within seconds,Tips for increasing your chances of getting your images displayed on the first page of search engines,Use keyboard shortcuts to increase productivity,Use smart previews - for when you're traveling and you want to take your catalog with you.,How to edit in the Library Module!,Learn how many Lightroom catalogues you should have,How to create copyright presets,Free photos resources included to follow along,How to adjust the Lightroom identity plate to add your logo or name,Learn the difference between Lightroom CC and Lightroom Classic CC,Learn how to use all of the features and tools in Lightroom CC (mobile version).,I could go on and on. But, I think you get the picture. :),Show less""]"
Night Photography: Stunning Night Photography the Easy Way,"['Photography & Video,Photography,Night Photography']","[""You will learn how to take beautiful night photographs - like the pros!,You will be happier with the photos you shoot than ever before!,You will learn how to shoot light trail photos with your camera,You will know how to use Bulb mode and a shutter release remote to shoot long exposures,You will know what equipment you need to shoot great night photos,You will understand how to set your camera's ISO, shutter speed, and aperture (f-stop) while shooting night photographs,You will learn how to edit night photos to make them look even better""]"
Adobe Lightroom Masterclass - Beginner to Expert,"['Photography & Video,Photography Tools,Adobe Lightroom']","['Create image catalogs, configure preferences and import images into Lightroom,Understand how to calibrate colour profiles and work with various colour spaces,Work with different file formats including RAW, TIFF, PSD, JPEG and DNG,Export images to Photoshop for Additional Editing,Customize the Lightroom interface using identity plates.,Configure and Apply text or graphical watermarks to images.,Proficiently navigate the Library, Develop, Map, Print, Slideshow and Web Modules,Use keywords, colour labels, star ratings, pick flags, and image attributes to filter, sort and organize images.,Work with quick collections, collection sets, smart collections, and smart previews to perform automated filtering functions.,Work with various views such as compare view, loupe view and grid view.,Create metadata presets to apply copyright, GPS and other important information to images.,Perform image adjustments using the histogram, white balance, tone curves, noise reduction, sharpening and many other core adjustment features,Use artistic tools such as red eye removal, sport removal, clone tool, graduated filter, radial filter, and the adjustment brush,Apply special effects using artistic vignetting, grain effects and dehazing.,Write Metadata to XMP Sidecar files to maintain non-destructive attributes of RAW files.,Geotag and plot images on a Map using the Map module.,Filter location tagged images using the saved locations panel.,Create custom book layouts using the Book Module.,Publish books to Blurb, PDF or JPEG images.,Prepare stunning slideshow presentations in the Slideshow Module.,Apply background music, slide transitions and video content to Slideshow presentations.,Prepare images for print using Soft-proofing.,Create customized Print layouts using the Print Module.,Create stunning, customized web page galleries using the Web Module.,Publish images to Facebook and Flickr easily using Lightroom Publish services,Export images to internal and external storage in different formats.,Tether Lightroom to your Camera.,Show less']"
Film using ANY Camera! Basics of Shooting Video Correctly,"['Photography & Video,Video Design,Videography']",['How to Film Video with Any Camera']
Cinematography Masterclass: The Complete Videography Guide,"['Photography & Video,Video Design,Cinematography']","[""You will have a step-by-step process to shoot excellent looking and sounding videos!,Gain a film school level understanding of how to shotlist, light, frame, shoot, and capture crystal clear audio!,Get the confidence needed to film social media content, client projects, or personal projects from the ground up!,Expand your creativity, production quality, cinematography, and passion as a video creator!,Understand key video principles that you can use in all of your future projects!,Hands-on exercises to improve your skillset and gain real life video creating experience!,Tell stories in your videos that you are proud wether you're shooting on a camera or smartphone!,Learn the techniques that make people share, like, comment, and engage with your video content!""]"
VIDEO CINEMATOGRAPHY techniques loved by pro filmmakers,"['Photography & Video,Video Design,Videography']","['Shoot compelling video and capture your audience,Understand clearly, with every shoot you do, what footage is needed to edit fantastic video,Be an outstanding camera operator that producers love to use because they always deliver great, editor-friendly footage,Fix the problem of being frustrated at the edit stage.,Be in touch with a broadcast professional. I do my best to answer EVERY question posted to help you in your journey to learn great video storytelling.']"
Wedding Photography: Complete Guide to Wedding Photography,"['Photography & Video,Commercial Photography,Wedding Photography']","['Become a successful wedding photographer,Start a wedding photography business and build a brand,Price and create photography packages that sell,Create a wedding photography website and portfolio,Get your first client,Shoot amazing wedding photos from pre-ceremony getting ready to the last dance,Know how to pose and interact with couples and big groups,Make money as a wedding photographer,Edit photos in Lightroom and Photoshop to make them look better,Shoot engagement photos,Build the perfect equipment kit with cameras, lenses, lights, and extras,Grow your business and be a happy photographer,Show less']"
Photography - Become a Better Photographer - Part I,"['Photography & Video,Photography,Photography']","['To explain camera settings,To demonstrate easy tips for getting sharp images,To show how an understanding of light and composition is worth more to you than a whole bagful of camera accessories,Raise awareness of the possibilities for taking great photos,To demonstrate easy ways of taking amazing outdoor portraits,To show some great ways of getting better landscape photos,To provide tips on getting better flash photos indoors,To show how to take better photos in specific environments (e.g snow, indoors by a window etc...),To help understand image quality, resolution and the different camera types,To realise the great potential you have for becoming a great photographer']"
Hollywood Film School: Filmmaking & TV Directing Masterclass,"['Photography & Video,Video Design,Filmmaking']","['Direct a short film, feature film or any narrative content.']"
Complete Photography Masterclass: 4 Courses IN 1,"['Photography & Video,Photography,Photography']","['Understand basic concepts of photography,Understand advanced concepts of photography,Will become Pro in Night Photography,Will become Pro in HDR Photography,Will become Pro in Photo/Image Editing']"
VIDEO STORYTELLING. Creative Excellence Class,"['Photography & Video,Video Design,Storytelling']","['You will know how to make videos that will entertain, inspire and even teach an audience.,You will be qualified not only to tell a story, but to keep your audience engaged with rich narration, music, sound effects and timing.,You will know how to be an entertainer.,You will know how to tell a story, using basic video equipment, on any video platform such as YouTube or Vimeo.,This course will be particularly value for non-fiction storytellers']"
Drone Photography | Shoot Professional Photos With Any Drone,"['Photography & Video,Photography Tools,Drone and Aerial Photography']","['How to shoot like a professional by utilizing the principles of shot composition.,How to optimize your drone camera settings for taking the best photos.,How to professionally edit your drone photos in Lightroom.,How to shoot stunning night photography with your drone.,BONUS Photoshop sky replacement tutorial for taking your drone photos to the next level.']"
Photography Beginners: DSLR Photography Camera Settings,"['Photography & Video,Photography,Digital Camera Functionality']","[""Finally feel super confident with your camera and what photography settings you need,Know your photography settings for beautiful photos when it's bright and sunny,Have confidence choosing the right photography settings for low light situations,Know how to adjust your photography settings to make the background blurred for lovely portraits,Be aware what photography setting to change when you want to photograph more than one person,Enjoy creating photography effects like the motion of water while photographing waterfalls,Know how to use a flashgun for indoor photography at night""]"
Make Epic Videos for the Internet!,"['Photography & Video,Video Design,Filmmaking']","['Learn concepts and tips to immediately step up the level of your videos,Identify the reasons a video is good or bad,Get videos to grow organically on online platforms,MAKE AWESOME CONTENT!']"
Learn Landscape Photography,"['Photography & Video,Other Photography & Video,Landscape Photography']","['Know what camera gear you need for Landscape Photography,Understand how to plan & implement a coastal landscape shoot,Understand how to use aperture settings to determine the Depth of Field,Use composition basics such as the Rule of Thirds & Symmetry in their photos,Go on location with more confidence and knowledge to capture beautiful scenics']"
Photography Composition & Portrait Photography Masterclass,"['Photography & Video,Digital Photography,Photography']","['Learn how to see creatively,Learn the visual language of photography,Learn the history of creative photography,Learn how to understand compositional principles,Learn how to create simple yet powerful compositions,Learn how light works and its importance in photography,Learn how to observe colour creatively,Learn how to observe tonality and take powerful black and white images,Learn how to master street photography,Learn to master portrait photography,Learn how to take portraits using just natural lighting,Learn how to set up a home based portrait studio on a budget,Learn how to master the classic studio lighting techniques that are foundational for portrait photography,Learn how to master modern lighting techniques used in portrait studios,Learn how to build an image using powerful compositional techniques,Show less']"
Practical Photography for Absolute Beginners: 9 Courses in 1,"['Photography & Video,Photography,Photography']","['You will know how to shoot amazing photos and will make your friends and family wow!,You will know how to earn money through photography,You will know when to shoot photos in natural lighting, how to utilize at best,You will know how to compose better photo shots,You will know how every things works inside DSLR with learn by example approach,You will learn how to take portratit shots, landscape shots, black and white photo shots, macro shots']"
Professional Retouching Course in Photoshop,"['Photography & Video,Photography Tools,Photoshop Retouching']","['Use Retouching Tools In Photoshop,Works With Masks in Photoshop,Retouch Portrait Images in Photoshop,Retouch Beauty Images in Photoshop,Retouch Outdoor Images in Photoshop,Work with Shadows and Highlights,Do Color Grading on Images,Set up Contrasts for Images,Work Selectively with Colors,Process Images in Camera Raw,Process Images in Capture One']"
Canon Camera Course: Getting Started with Canon Photography,"['Photography & Video,Photography Tools,Digital Camera Functionality']","['You will learn how to use your Canon DSLR camera comfortably and confidently,You will know how to use both automatic and manual settings to take great photos,You will know how get proper exposure with settings like aperture, shutter speed and ISO,You will know how to navigate the camera menu to get to the settings you want,You will be able to pick up your camera in any situation and take beautiful photos,You will learn all of the camera basics like focus, white balance, flash, creative filters, burst mode, and more']"
Photography - The Ultimate Guide to Using Off-Camera Flash,"['Photography & Video,Digital Photography,Flash Photography']","['Know what type of equipment suits them best,Know how all of the gear fits together,Understand the various methods of triggering flashes,Know how to get perfect exposures using the manual mode,Discover how to make beautiful light for stunning images,Know how to control and light backgrounds,Understand and use various portrait lighting patterns,Know how to balance ambient and flash light,Know how to take dramatic images, indoors and outdoors']"
Affinity Photo for the iPad,"['Photography & Video,Digital Photography,Affinity Photo']","['Enhance photos using Affinity Photo for the iPad,Use techniques as well as tools to make their photos shine,Learn to identify and fix common problems with photos,Take a photo from start to finish using tried and trusted methods']"
DSLR Video Production & Videography: Better Video Today,"['Photography & Video,Video Design,Video Production']","['Shoot amazing video with a DSLR camera,Use the manual settings to control how your video looks,Record great sounding audio with their video,Compose beautiful shots,Light videos on a budget,Excel with advanced DSLR tips,Edit your video using the most popular video editing applications']"
Outstanding Composition: How to blow away your audience,"['Photography & Video,Photography,Photography Composition']","[""know what makes a good photograph,know why a photograph doesn't work,know how to simplify a photograph,start seeing in a different way,differentiate between different composition rules and techniques,be more creative through different composition techniques,improve your portfolio by making more creative photographs""]"
Long Exposure Photography: Shoot Your Own Stunning Photos,"['Photography & Video,Photography,Photography']","['Shoot amazing long exposure photographs,Know the right gear necessary for long exposure photography,Understand the right settings for long exposure photography in different camera modes including aperture priority, manual, and bulb,Quickly set the shutter speed using modern day techniques and apps for long exposures,Edit beautiful long exposure photos in Adobe Lightroom,Show off some of their best work as photographers with these new skills']"
Portrait Photography for Beginners,"['Photography & Video,Portrait Photography,Portrait Photography']","['You will learn how to take better portraits with any camera.,Take better photos with your smartphone.,Learn 6 tips for improving your portrait photography.,Edit your portraits to make them look stunning.,Choose a better background and compose your subject.,Feel confident interacting and posing your subject.']"
Affinity Photo 1: Beginner to Pro via Reference and Workflow,"['Photography & Video,Digital Photography,Affinity Photo']","['- be able to develop and enhance their photos in Affinity Photo,- choose from a variety of different techniques to enhance their photos,- choose from a variety of different workflows to enhance their photos']"
Street Photography: How I approach people on the streets...,"['Photography & Video,Other Photography & Video,Street Photography']","[""You'll learn how to approach people on the street,You'll realise that you can get over your fear,You'll see that the camera is not that important,I explain, how I take my photos and why I do it like this""]"
Cinematic Color Grading: Making Your Videos Come Alive,"['Photography & Video,Video Design,Color Grading']",['You will learn to use industry standard techniques and tips to color grade your films in a cinematic way using a variety of programs and plugins.']
THE Photography Masterclass: Complete Course on Photography,"['Photography & Video,Photography,Photography']","[""Learn how to take back creative control from your camera,Learn the 4 easy steps to mastering Exposure,Learn my secret weapon for nailing the Exposure in camera,Learn an often overlooked camera setting and see light in a, well, different light,Learn my creative decision process for choosing specific camera settings,How to read a Histogram for perfect exposures every time,Understand the 4 key secrets to successful photos,Know how to use Composition for better photos,How your camera's Tonal range limitation can affect what you want to create… and how to overcome it,The first lens you should buy and why,The difference between soft and hard light, and why you may want to use one over another,Show less""]"
Photography for Kids: Project-Based Beginner Photography,"['Photography & Video,Photography,Photography']","['Take better photos with any camera you have,Shoot better photos with basic composition skills,Learn the basic history and technique of photography,Practice basic photography skills over 12 weeks of lessons']"
Basic Food Photography,"['Photography & Video,Commercial Photography,Food Photography']","['How to tell a powerful and engaging story through food photos.,How to style your food in ways that are aesthetically appealing to the camera.,How to create dynamic lighting setups that make food scenes look stunning.,How to create and use a variety of surfaces that create dramatic backdrops for your pictures.,How to use props & accents that add depth and complete your scenes.,How to choose the type of camera that meets your food photography needs.,How to take stunning food photos on a smartphone.,How to frame your shots with the perfect composition for food photography.,How to conduct a successful food photo shoot from start to finish.,How to adjust the essential editing effects that make your food photos look more stunning and realistic.,How to use Adobe Lightroom to create an efficient workflow and apply key editing effects.,How to export and share your photos with the right dimensions and quality settings.,How to use social media as a food photographer in ways that gain recognition for your pictures.,Show less']"
Adobe Premiere Pro CC Essential Video Editing Zero To Hero,"['Photography & Video,Other Photography & Video,Video Editing']","['Video Editing,Project and Import Video Clips,Multiple Video Placement,Color Adjustment,Transitions & Video Effect,Noise Reduction,Audio Levelling,Add Text,Unlink And Nest,Speed Of Video,Text Animation,Remove Green Screen,Cinematic Effect,Video Blur,Video Inside Text,Multiple Video Same Time,End Credit,Show less']"
