Course Title,Labels,Details
Technical Analysis MasterClass:Trading By Technical Analysis,"['Finance & Accounting,Investing & Trading,Technical Analysis (finance)']","['Gain the Ability to Analyse the Market at every Stage and Make Profit by Trading or Investing,Use these Skills in any Stock, commodities, Index, Forex, Cryptocurrency etc,Understand and Use all the Most Practical Indicators and Oscillators,Make Maximum Profit at Minimum Risk,Trade any Stock with a step by step approach,4 Assignments with fully explained vedio lectures']"
Cryptocurrency Investment Course 2023: Fund your Retirement!,"['Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency']","[""Go from Beginner to Advanced in Cryptocurrency, gain financial freedom and escape recession in today's economic collapse!,Learn from 6 courses in 1, across 13 hours: Research & Investing fundamentals, Bitcoin, Ethereum, Early coin investing, DeFi, Metaverse & NFTs,Learn the best of what I've learnt and done to be 13,000,000% up on my initial investment,Consistently build your Retirement fund with my profit taking strategy,Identify Cryptocurrencies with great potential, make huge gains and stick with it for the long-term,Learn how to exploit DeFi & Yield Farming for high profitability in 2022,Learn about Blockchain, SHA256 hashing and mining to fully understand how Crypto is the future!,Set yourself up easily with a Simple Wallet for storing coins safely, while buying and sending Bitcoin to the exchange to buy alt coins,Become a member of the Number 1 retail investors Cryptocurrency Exchange so that you can buy and sell each day!,Know which coins to buy when day trading and which coins have potential for huge long-term profits!,Learn how to use centralised exchanges like Binance & Coinbase, and decentralised exchanges like Uniswap and Pancakeswap,Getting set up and walkthrough of IDO Launchpads like Polkastarter/BSCPad,Show less""]"
The Complete Cryptocurrency Course: More than 5 Courses in 1,"['Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency']","['Upon completion of this course, students will be able to invest, mine, trade and thoroughly understand cryptocurrencies,Understand what makes a great cryptocurrency as a great long term investment,Understand what are the biggest mistakes new investors make in cryptocurrencies?,Know how to watch out for scams and managing risk,Learn tools to be able to identify the next great cryptocurrency (what to look for & watch out for),Learn how to read charts,How to buy Bitcoin,How to mine Bitcoin,Understand the pros and cons of Bitcoin,How to buy Ethereum,How to mine Ethereum,Understand the pros and cons of Ethereum,How to buy Ripple,Understand the pros and cons of Ripple,How to buy Litecoin,How to mine Litecoin,Understand the pros and cons of Litecoin,How to buy Monero,How to mine Monero,Understand the pros and cons of Monero,How to buy Zcash,How to mine Zcash,Understand the pros and cons of Zcash,How to buy Dash,How to mine Dash,Understand the pros and cons of Dash,How to buy NEO,How to mine NEO,Understand the pros and cons of NEO,How to buy Cardano,Understand the pros and cons of Cardano,How to buy Stellar,Understand the pros and cons of Stellar,Know what makes a great cryptocurrency wallet,How to get QR Code Wallets + how to use them +how to transfer money out of them,Understand the pros and cons of QR Code Wallets,How to get USB Wallets + how to use them (Trezor, Ledger Nano S, DigitalBitBox & KeepKey) +how to transfer money out of them,Understand the pros and cons of USB Wallets (Trezor, Ledger Nano S, DigitalBitBox & KeepKey),How to get a Coinbase wallet + how to use it +how to transfer money out of this wallet,Understand the pros and cons of Coinbase Wallets,How to get an Electrum Wallet + how to use it +how to transfer money out of this wallet,Understand the pros and cons of Electrum Wallets,How to get a Blockchain Wallet + how to use it +how to transfer money out of this wallet,Understand the pros and cons of Blockchain Wallets,Know what makes a great cryptocurrency exchange (what to look for from researching an exchange),How to use GDAX (""Coinbase Pro""),Understand the pros and cons of GDAX (""Coinbase Pro""),How to use Poloniex,Understand the pros and cons of Poloniex,How to use Kraken,Understand the pros and cons of Kraken,How to use Bittrex,Understand the pros and cons of Bittrex,How to use Gemini,Understand the pros and cons of Gemini,How to use Binance,Understand the pros and cons of Binance,What makes a great ICO...meaning Initial Currency Offering (what to look for from researching an ICO),What are many great cryptocurrency online resources and how to use them (if applicable),How to create a diversified cryptocurrency portfolio,Understand what % of your net worth should you consider investing in cryptocurrencies?,....and much much more....,Show less']"
Accounting & Financial Statement Analysis: Complete Training,"['Finance & Accounting,Accounting & Bookkeeping,Financial Accounting']","[""Understand bookkeeping records,Build an Income Statement,Build a Balance Sheet,Understand the accounting equation and the principle of double entry,Tell the difference between debits and credits,Account for the difference between income and cash,Navigate through Financial Reports with ease,Perform Vertical and Horizontal Analysis,Calculate Liquidity, Solvency, Profitability and Growth ratios,Analyze a company's performance based on the figures in its annual report""]"
The Complete Foundation FOREX Trading Course,"['Finance & Accounting,Investing & Trading,Forex Trading']","[""Completely understand how the FOREX Market works.,How to choose a Broker and Open a FOREX Trading Account.,Understand Pips, Points and Lots.,Understanding Leverage and Short Selling.,Understand FOREX Terminology: Bid, Ask, Spread, etc.,Understand how to use Technical Analysis and Fundamental Analysis.,Master Technical Analysis: Candlestick Patterns, Chart Patters, Volume and Technical Indicators.,How to send Orders and different Order Types.,Filter out the noise, get to know what our traders use and how they think. Get insight from a professional trader's standpoint.,How to use Metatrader 4 (the most popular FOREX Trading Platform),How to use an Economic Calendar.,Risk Management: how to reduce losses and manage overall portfolio risk.,Money Management: how to manage risk on each position, how much to buy, and where to take a loss.,Show less""]"
Advanced Stock Trading Course + Strategies,"['Finance & Accounting,Investing & Trading,Stock Trading']","[""Track, analyze, and identify trading opportunities for different Trading Strategies.,Fully understand the market's micro-structure, ECNs and Dark Pools.,Evaluate different financial statements and how to use them to your advantage.,Understand the philosophy behind different trades.,Learn about two different Trading Strategies.,Develop and Implement your own Trading Strategies.,Apply different valuation methods under different strategies.,Analyze and understand company fundamentals and fundamental ratios.,Formulate your own Trading Plan to help you trade with confidence.,Interpret the use of technical analysis, charts and indicators under different circumstances.""]"
Accounting in 60 Minutes - A Brief Introduction,"['Finance & Accounting,Accounting & Bookkeeping,Accounting']","['Understand the basic accounting equation,Know the difference between a debit and a credit,See how to prepare a balance sheet and income statement,Understand why profit does not equal cash']"
Finance for Non-Finance: Learn Quick and Easy,"['Finance & Accounting,Finance,Finance Fundamentals']","['Identify problems in your company,Improve performance of your business,Understand the economic substance of projects you are engaged in,Make well-informed economic decisions,Able to weigh benefits against costs.,Understand the numbers in the financial statements of any company,Have more complete picture of your company and its competitors']"
Excel Crash Course: Master Excel for Financial Analysis,"['Finance & Accounting,Financial Modeling & Analysis,Excel']","['Perform professional level financial analysis in Excel,At the end the course students will be able use industry best practices when building financial models in Excel']"
"Economics: Market Forces of Demand, Supply and Equilibrium","['Teaching & Academics,Social Science,Economics']","['You will have a strong foundation on Demand.,You will have a strong foundation on Supply.,You will have a strong foundation on how Equilibrium works in different situations.,You will be able to analyze any changes in any market forces in any specific market.,You will learn about real life case studies from various industries operating in different parts of the world.,You will be equipped with practical business skills through implementing the framework of market changes analysis.']"
"The Complete Personal Finance Course: Save,Protect,Make More","['Finance & Accounting,Finance,Personal Finance']","['Upon completion of this course, students will be able to save, protect and make much more so that their net worth is significantly higher in the long run. You will be a personal finance expert by the end of this course!,How to profit from the INCREDIBLE Power of Compound Interest,100+ Ways to Save More…Including the following ways:,14 Ways to Save More on Taxes,16 Ways to Save More on Shopping Expenses,13 Ways to Save More on Car/Transportation Expenses,10 Ways to Save More on Housing Expenses,5 Ways to Save More on Vacation Expenses,4 Ways to Save More on Gifts & Donation Expenses,6 Ways to Save More on Phone/Computer Expenses,13 Ways to Save More on Food & Drinks Expenses,7 Ways to Save More on Debt Expenses,4 Ways to Save More on Education Expenses,7 Ways to Save More on Entertainment Expenses,6 Ways to Save More on Fees Expenses,5 Ways to Save More on Child/Child Care Expenses,4 Ways to Save More on Health Expenses,5 Ways to Save More on Personal Care Expenses,5 Ways to Save More on Pet Related Expenses,How to Change Your Perception of Money,How to Teach Your Children About Saving,How to Protect Your Money by Understanding Your Net Worth (Creating and Understanding Your Balance Sheet….Meaning “What You Own and What You Owe”),Understand if You Should Hire a Financial Advisor to Help Protect Your Money,Understand Why Hiring an Accountant Might be the Best Investment You Might Ever Make,How Taxes + Retirement Accounts Work & Why We Need to Minimize How Much Tax We Pay,How Much You Need to Retire,Understand and Taking Advantage of Tax Incentives, which Help You Save BIG TIME for Education/School Expenses,How Much You Need for Education Expenses (for You or Your Kids),How to Create Your NEW & IMPROVED Income Statement (Meaning Understanding Money In and Money Out),Understand Your Company Sponsored Tax Savings Plans (if Applicable),Use a Simple & Effective Money, Taxes, Receipts and Statements Filing System,Understand What are the Best Websites & Apps to Help You Track and Manage Your Spending,Use Quicken on a PC to Manage Your Money,Use Quicken on a Mac to Manage Your Money,Protect Your Money by Making a Monthly Budget,Avoid Getting Ripped off on Fees,Understanding Wills and Trusts,View, Understand and Fix Your Credit Score/Rating (So You Can Get a Loan or Mortgage),Understand Life Insurance,Understand Auto Insurance,How to Pay Less Tax Strategies,Understand Home and Property Insurance,Understand Health Insurance,Prevent Identity Theft,Understand Credit Cards,Understand Loans,Understand Leases,What Are the Qualities of Billionaires (5 Characteristics of Billionaires I Have Worked For),Understand the Damage that High Investment Fees Can do to Our Net Worth!,Make More by Learning How to Avoid Paying High Investment Fees,Understand Why and How to Pick Investments from Index Funds,Manage Your Investments with Your Investment Portfolio Management System (Included in the Course),Populate Your Investment Portfolio Management System (meaning Your Portfolio),How to Invest in Stocks and 4 CRUCIAL Stock Investing Rules,Investment Data Basics,Understand Risk Management,Understand What Makes Stocks, Bonds, Commodities and Real Estate Investments Go Up or Down,How to Do Your Own Investment Research (and Never Rely on the “Pros”),Understand Mutual Funds,Know What Warren Buffett’s Favorite Types of Investments Are,Understand Interest Rates, Bonds and “The Bigger Picture”,Know How Global Economics Works and Why this Matters to Personal Investors,How & Why Do Interest Rates Change & Why this is Important for Investors to Understand?,Understand Foreign Exchange Currency Movements,How Bonds Work and How Can Governments Stimulate the Economy?,Understand Real Bonds - No Theory! (With Real Corporate and International Government Bond Investment Examples),How to Invest in Bonds,Add Bond Investments to Your Portfolio,How to Invest in Commodities,Add Commodity Investments to Your Portfolio,Introduction to Your Most Important Personal Investment & How Much Should to Spend on a House,How Mortgages Work & How to Calculate Payments (Fixed Rates Versus Interest Only Rates & More),How to Calculate Mortgage Payments and Know What Happens When Rates Change,What You Need to Know if Considering Investment Properties,How Much to Spend on an Investment Property,Understanding Real Estate Investment Trusts,Adding Real Estate Investment Trust Investments to Your Portfolio,Investment Types to Consider Avoiding Given Liquidity Risks,Diversification Strategies and Your Diversified “Model Portfolio”,Should You Start Your Own Business & Have >1 Income Stream? 100% YES!,Customize Your Own Complete Personal Finance Excel Dashboard (I Will Teach You How to Customize and Create Your Own Version of the Excel Dashboard Document Used for ALL 25 Exercises in this Course),Show less']"
"Anti-Money Laundering Concepts: AML, KYC and Compliance","['Finance & Accounting,Compliance,Anti-Money Laundering']","['What is Money Laundering?,Examples of Money Laundering,Process & Impact of Money Laundering,Terrorist Financing,Money Laundering versus Terrorist Financing,Anti-Money Laundering (AML) Policies,AML KYC Procedures and Customer Due Diligence,AML Economic Sanctions,What are Politically Exposed Persons?,Common Indicators to identify Suspicious Money Laundering Activities']"
MBA ASAP Corporate Finance Fundamentals for Career Success,"['Finance & Accounting,Finance,Corporate Finance']","['Corporate Finance is the tools and techniques of how companies make decisions about what projects to pursue, and how to value those projects.,This course provides a framework for how financial professionals make decisions about how, when, and where to invest money.,You will be able to use these tools and calculations to value assets and make financial decisions relative to investing and allocating resources to projects.,Hone new skills online with expert faculty.,What Will I Learn Analyze and understand an income statement (even if you have no experience with income statements).,Analyze and understand a balance sheet . Analyze and understand a cash flow statement.,This is the course you pick when you don’t want to waste your time and want the best work done.,The highest form of self-confidence is believing in your ability to learn.,What Is an Asset?,Financial Intelligence for Entrepreneurs (and other non-financial types) Simple Numbers, Straight Talk, Big Profits!']"
Mastering QuickBooks Online,"['Business,Other Business,QuickBooks Online']","['How To Set Up A QuickBooks Online Account,Navigate Through And Identify Everything On The QuickBooks Online Screen,Enter / Record Every Type Of Transaction That Every Company Could Need In To QuickBooks Online,Utilize And Customize The Most Important Reports In QuickBooks Online,Find And Fix Any QuickBooks Online Data Entry Mistake,Find Anything Ever Entered In To The QuickBooks Online Account, Who Did It, And When,Use Problem Solving And Reasoning Skills To Overcome Real Life ""On The Job"" Challanges, When Using QuickBooks Online']"
Options Trading Basics (3-Course Bundle),"['Finance & Accounting,Investing & Trading,Options Trading']","['Master the basic nuts and bolts of Options trading,Understand the theory and mathematics behind Options,What are the factors that affect Options pricing,How are Options different than Stocks,How you can use Options even if you invest in Stocks and create superior Combo strategies,Anyone interested in learning about Options trading,LIve trades using Thinkorswim platform,Art of adjusting Single Options strategies']"
Financial Planning & Analysis: Building a Company's Budget,"['Finance & Accounting,Financial Modeling & Analysis,Business Budgeting']","[""Prepare a Company's Budget from Scratch,Learn to differentiate between Top-Down and Bottom-up Techniques,Prepare the Revenue Budget of a Company,Project a Company's Planned Level of Production,Calculate Net Cash Flow,Project Various Types of Expenditures,Estimate Working Capital Needs,Carry out a Fixed Asset Rollforward,Build an Integrated Financial Model,Learn to Build Financial Statements in Excel""]"
Fundamentals of Insurance - 1,"['Finance & Accounting,Other Finance & Accounting,Insurance']","['Grasp the foundational concepts of insurance.,Develop awareness of risks and their assessment.,Understand the multifaceted nature of risk, including definitions and types.,Gain insight into different risk attitudes.,Comprehend the principles and functions of risk management.,Identify various methods of risk control.,Acquire a comprehensive understanding of insurance and its significance.,Classify different types of risk.,Familiarize themselves with the core principles that govern insurance practices.']"
SAP FICO (Financial Accounting & Management Accounting),"['IT & Software,Other IT & Software,SAP FICO']","['Configuration and Implementation for SAP FICO module,Requirements gathering for the Business Record to Report process cycle,SAP Business analysis to improve financial activities,Hands-on experience with SAP system,Be able to take SAP FI Certification exam,Be able to work as both SAP End-User and Consultant,Understand how a required business process runs on SAP,Integration of SAP FICO with SAP MM and SAP SD']"
The Complete Cryptocurrency Investment Course,"['Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency']","['Understand the Blockchain,Be able to buy Cryptocurrencies, Transfer them and Secure them on different Wallets,Buy any Coin / Altcoin on Different Exchanges,Do Technical Analysis to identify entry points,Do Fundamental Analysis to select the best coins to Invest in,Do proper Asset Allocation to create the best Crypto Portfolio for you,Do advanced Portfolio Management Techniques like portfolio re-balancing + much more,Use dozens of Resources and Tools to increase your Reward to Risk ratio']"
Cryptocurrency Trading/TA Course: Achieve Wins Daily!,"['Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency']","[""You'll have the tools to make a full-time or part-time living with Cryptocurrency Trading!,You will know when to buy and when to sell Cryptocurrency for a profit,You'll be able to maximise profits and minimise losses,You'll be able to read charts and indicators and use them for trading,You'll know how to use and implement stop losses to minimise loss,You'll know the best circumstances to trade for profits in the market""]"
Accounting: From Beginner to Advanced!,"['Finance & Accounting,Accounting & Bookkeeping,Accounting']","['Learn and identify specific items on the Financial Statements (Income Statement, Statement of Retained Earnings, Balance Sheet),Learn how to prepare financial statements,Learn how to analyze business transactions,Learn about Debits and Credits,Must-Know Accounting Regulations,Learn about the Accounting Cycle,Learn how to prepare the Trial Balance (and Adjusted Trial Balance),Learn about accounting for Accounts Receivable,Learn about accounts that cannot be collected,Learn how to prepare a Bank Reconciliation (Must Know Item!),Learn how to track inventories (FIFO, LIFO, Average Cost),Learn the process of depreciation, amortization and disposal of assets,Learn about short-term and long-term investments,Learn everything about bonds,Learn how to analyze Financial Statements with the use of Ratios,Show less']"
"Complete Investing Course (Stocks, ETFs, Index/Mutual Funds)","['Finance & Accounting,Investing & Trading,Investing']","['How to Invest In the Stock Market,How to Invest In Bonds and Commodities like Gold,How to Invest In Exchange Traded Funds (ETFs),How to Invest In Index Funds and Mutual Funds,How to Buy and Sell Stocks through a Broker,How to use a Trading Software to Make Your Investments,How to Build a Diversified Portfolio that Meets Your Needs,Everything you Need to Know to Start Growing Your Wealth Through Investing']"
"Altcoin Ratings, Reviews, & Price Analysis System","['Finance & Accounting,Cryptocurrency & Blockchain,Personal Finance']",['Strategic ways to maximize profits while using high quality altcoins as a wealth generating vehicle']
Value Investing Bootcamp: How to Invest Wisely,"['Finance & Accounting,Investing & Trading,Value Investing']","[""Over 3 hours of quality video content teach you the investment strategy the best investors in the world use,Besides videos, you'll get 3 eBooks, 5 quizzes, 1 spreadsheet, and a 25 point investment checklist,From the fundamentals to the most advanced concepts, this course covers everything you need to know about value investing,Lifetime access to this Value Investing course allows you to easily review material and continue learning new material,After taking this training, you will be a Value Investing expert with the confidence to manage your own portfolio""]"
