Course Title,Labels,Details
An Entire MBA in 1 Course:Award Winning Business School Prof,"['Business,Entrepreneurship,Business Fundamentals']","[""Over 450,000 students in 195 countries!,Superb reviews!,Free 384 page book version of this course included!,Take your career to the next level!,Launch a company from scratch.,Get any job the easy way.,Get many customers by using the best networking tool!,Raise a lot of money quickly.,Create financial models from scratch (the Professor makes it so easy to understand).,Analyze company financials with ease!,Understand how investment banking firms work and what they can do to help your business.,Understand how management consulting firms work and when you need to hire them.,Understand how macro economics and micro economics works.,Understand what is venture capital and how to partner with the top venture capital firms to take your company to the next level.,Present to investors and customers like a boss : ),Communicate the right way in business so that you don't waste time.,Change careers easily.,Network and get a meeting with anyone (ideal tips on how to get a job or how to reinvent yourself or how to find customers).,Analyze entire markets and companies from a qualitative and quantitative perspective.,Understand how taxes work (don't worry this section is not boring)!,Protect your family and assets in case your business gets sued.,Understand what business career makes most sense for you!,Restructure your company and the benefits of declaring bankruptcy protection if needed.,Partner with equity and debt providers.,After this course you will have the tools / skills needed to launch a company, grow it and then take it public!,Value companies the easy way.,Set up the correct and most beneficial legal entity for your company.,Identify what makes an entrepreneur extremely successful.,Set unbelievable goals for yourself (there are no limits to what you can achieve....)!,Show less""]"
Emotional Intelligence at Work: Learn from Your Emotions,"['Business,Management,Master Your Emotions']","['Discover what emotional intelligence (EQ) is and why it is so important for your career,Identify the signs of high and low EQ in yourself and those around you,Avoid being hijacked by a “gut” reaction brought about by low EQ,Take control of your relationships at work and create rewarding partnerships,Recognize which events or people drive you crazy--and strategies for how to cope,Exercise self-control while expressing yourself passionately and authentically']"
PMP Certification Exam Prep Course 35 PDU Contact Hours/PDU,"['Business,Project Management,Project Management Professional (PMP)']","['PMBOK Guide 7th Edition, PMBOK Guide 6th Edition, Agile Practice Guide,35 Hours of project management education/training,Students will learn to pass the PMP Certification Exam on the first try.,All 49 PMBOK processes will be covered in depth,All EVM, communication, and estimating formulas,Exam tips and tricks,Introduction to agile project management,400+ Exam Like Questions']"
SQL - MySQL for Data Analytics and Business Intelligence,"['Business,Business Analytics & Intelligence,SQL']","['Become an expert in SQL,Learn how to code in SQL,Boost your resume by learning an in-demand skill,Create, design, and operate with SQL databases,Start using MySQL – the #1 Database Management System,Prepare for SQL developer, Database administrator, Business Analyst, and Business Intelligence job opportunities,Adopt professionally tested SQL best practices,Gain theoretical insights about relational databases,Work with a sophisticated real-life database throughout the course,Get maximum preparation for real-life database management,Add data analytical tools to your skillset,Develop business intuition while solving tasks with big data,Study relational database management theory that you will need in your workplace every day,Learn how to create a database from scratch,The ability to take control of your dataset – insert, update, and delete records from your database,Be confident while working with constraints and relating data tables,Become a proficient MySQL Workbench user,Acquire top-notch coding techniques and best practices,Know how to answer specific business questions by using SQL’s aggregate functions,Handle complex SQL joins with ease,Approach more advanced topics in programming like SQL’s triggers, sequences, local and global variables, indexes, and more,Merge coding skills and business acumen to solve complex analytical problems,Become a proficient SQL user by writing flawless and efficient queries,Tons of exercises that will solidify your knowledge,The freedom to query anything you like from a database,Show less']"
Become a Product Manager | Learn the Skills & Get the Job,"['Business,Management,Product Management']","['Understand the varying role of a Product Manager through different types and sizes of companies,Decide which type of Product Manager best fits one\'s goals and personality,Understand the Product Lifecycle and how it applies to every product,Understand the modern Product Development Process that both Fortune 500s and Startups adhere to,Know how to identify ideas worth pursuing and dedicating resources to,Understand how to get at the root of customer pain points,Understand and communicate customer pain by type and frequency,Assess the core problem of a product,Find and compare competitors and competing products,Differentiate between Direct, Indirect, Substitute, and Potential competitors,Understand the process of Customer Development and how it relates to being a Product Manager,How to find potential interviewees for product interviews, user tests, and exploratory interviews,How to structure and run a customer interview,How to model interview questions correctly while avoiding bias,Navigate the four different types of customer interviews,Find potential interviewees both internally and externally,Write emails that will get users and potential customers to respond,Build user personas based on both qualitative and quantitative data,Understand the difference between a wireframe, a mockup, and a prototype,Sketch out a wireframe with just a pen and paper,Use Balsamiq to create wireframes at an intermediate level,Use a sketch system called POP for digitizing product sketches,Create specs for epics and user stories,Properly apply acceptance criteria,Run a variety of MVP experiments, such as pitch experiments, redirects, shadow buttons, and more,Correctly evaluate which product metrics to track and which to ignore,Apply the AARRR framework to your product,Apply the HEART framework to your product,Track your metrics using a variety of software,Create a product and feature roadmap,Create a product backlog and properly prioritize features,Calculate team velocity and build estimations for product delivery,Understand the difference between Agile and Waterfall development,Understand the difference between two popular Agile frames: Scrum and Kanban,Learn software development concepts like APIs, mobile development, Front End, Back End, MySQL, programming frameworks, and more,Communicate effectively with all the stakeholders of a product,Communicate effectively with engineers in a way they will appreciate and understand,Communicate effectively with designers by focusing on the things they care about most,Communicate effectively with executives and higher-ups,Understand the role of technology in modern Startups and Fortune 500s,Understand the basics of ""The Cloud"" and Servers vs. Clients,Understand the basics of front-end vs. back-end technology, tech stacks, and how they integrate together,Understand the basics of APIs, what they do, what they look like, and how your team might use them,Understand how to obtain relevant experience to set up for a transition to Product Management,Build a portfolio that will assist in a hiring application,How to self-brand online and build a following pre-hire,What to look for in Product Management jobs and what to ignore,How to apply insider tips and tricks to getting hired as a Product Manager,Craft a resume that appeals to a hiring manager for Product Management placement,Ace the Product Manager interview,Excel beyond getting hired,Show less']"
"Business Analysis Fundamentals - ECBA, CCBA, CBAP endorsed","['Business,Business Analytics & Intelligence,Business Analysis']","['Business Analysis basics – learn what a Business Analyst is, what they do, and how they do it,A breakdown of six project methodologies including traditional Waterfall and Agile frameworks,Learn how to properly initiate a project by creating a business case that aligns with the business objectives,Understand the basics of project requirements and six of the popular techniques used to elicit those details from your stakeholders,Gain an overview of various modeling diagrams to help you recognize and understand project documentation,Conduct requirement specification - including categorizing, deriving (breaking apart), prioritizing, and validating,Have the confidence to successfully facilitate requirements approval meetings']"
The Business Intelligence Analyst Course 2023,"['Business,Business Analytics & Intelligence,Business Analysis']","['Become an expert in Statistics, SQL, Tableau, and problem solving,Boost your resume with in-demand skills,Gather, organize, analyze and visualize data,Use data for improved business decision-making,Present information in the form of metrics, KPIs, reports, and dashboards,Perform quantitative and qualitative business analysis,Analyze current and historical data,Discover how to find trends, market conditions, and research competitor positioning,Understand the fundamentals of database theory,Use SQL to create, design, and manipulate SQL databases,Extract data from a database writing your own queries,Create powerful professional visualizations in Tableau,Combine SQL and Tableau to visualize data from the source,Solve real-world business analysis tasks in SQL and Tableau,Show less']"
Email Etiquette: Write More Effective Emails At Work,"['Business,Communication,Email Writing and Etiquette']","['Write punchier, more powerful emails every time,Contribute to a positive workplace culture through email,Never write an embarrassing or ineffective email ever again,Save time and eliminate stress when writing your next email,Apply simple layout tricks to adapt your emails for readers on mobile,Avoid accusations of bullying, back-covering and discrimination in your emails']"
Design Thinking for Beginners: Develop Innovative Ideas,"['Business,Business Strategy,Design Thinking']","['Apply the 5-step design thinking process to a design challenge in your organization.,Empathize with your user through interviews and observations, in order to take a human-centered approach to a problem.,Define your core problem by synthesizing and analyzing information gathered during your empathy work.,Ideate solutions to your problem by brainstorming using ""How might we..."" statements.,Prototype your ideas rapidly to identify the best possible solution for your problem.,Test your prototypes with users to gather feedback on your proposed solution.,Pitch design thinking to your team or organization using storytelling.']"
The Project Management Course: Beginner to PROject Manager,"['Business,Project Management,Project Management']","['Gain the project management knowledge and skills, necessary to manage an entire project,Perform a complete case study of a project from the beginning to the end, observing real-life project scenarios,Receive 15+ project management templates and valuable documents to help you structure and manage projects,Understand the project manager role and acquire the skills needed to become successful in the profession,Study Waterfall and Agile project management, performed with Scrum,Learn the fundamental theory and best practices of project management,MS Excel: learn how to use MS Excel to create the five most crucial project management documents']"
Cross-Cultural Communication: How To Flex Your Style,"['Business,Communication,Cultural Awareness']",['Learn how to communicate Cross-Culturally']
Scrum Master Certification 2023 + Agile Scrum Certification,"['Business,Project Management,Scrum']","['Learn what scrum is and why it is so powerful for delivering even the most complex project on time.,Feel confident in sitting the Scrum Open Assessment prior to sitting Scrum Certification,Explain what the Scrum practices are,Understand techniques to deliver your project on time,Explain the difference between Agile and Scrum,Explain what the Waterfall Model is and Why it is less flexible than Agile,Understand what Agile is & How it differs from Scrum,Explain the difference between roles, events and artefacts,Understand what was updated in the latest version of the scrum guide']"
Ask Better Questions - Build Better Relationships,"['Business,Communication,Relationship Building']","['develop stronger relationships based on mutual understanding,probe for deeper understanding of issues causing stress and tension,identify and rectify your bad habits that may be accidentally causing communication problems in relationships,gain higher levels of trust and respect in your relationships,listen with a new found clarity,understand how different types of questions impact conversations,use questions to deeply understand the motives and actions of others.']"
Conscious Listening,"['Business,Communication,Listening Skills']","['Bring confidence and control to your communication,Become present and aware in social situations,Learn how your listening dictates your reality and how you can use listening to alter your experience of the world,Create stronger connections with other people and to the world around you,Improve your relationships,Understand the impact of sound and listening on your health and wellbeing,Master the three types of listening,Improve your understanding and appreciation,Learn how we are losing our listening, and how it can be restored,Learn how to listen with compassion']"
The Customer: How to Understand Their Needs (BITE SIZE),"['Business,Management,Customer Service']","['Recognise how internal service impacts external service,Define internal and external customers,Determine factors that create customer value,Link service to outcome,Identify needs of internal and external customers,Develop strategies to support the modern day customer - inclusive of the ‘millennial’ customer,Develop strategies to gain an emotional connection with your customer']"
Active Listening: You Can Be a Great Listener,"['Business,Communication,Listening Skills']","['Identify & overcome common habits of reacting (that are not really listening!),Shift attention from your own thoughts over to the speaker (for that’s what the speaker cares about!),Develop, & practice, observing the speaker’s words and energy (as they are communicating so much!),Use simple “starter” phrases to reflect back (because then the speaker trusts you really are listening),Improve your ability to notice a speaker’s emotions (so they feel you “get it” and understand them),Unleash your natural curiosity with powerful questions (that expand clarity, value, and connection)']"
"Communicate for Business: Write, Email, Close the Loop","['Business,Communication,Email Marketing']","['Choose words for their precision and ability to engage your target audience,Focus on your message to determine grammatical choices.,Tailor your emails based on your purpose and recipient.,Create a plan that supports your change initiative.']"
Complete Introduction to Microsoft Power BI [2023 Edition],"['Business,Business Analytics & Intelligence,Microsoft Power BI']","['Enjoy CLEAR and CONCISE step by step lessons from a best selling Udemy instructor in FULL HD 1080 P video,Learn to create POWERFUL reports and dashboards with Microsoft Power BI with a few clicks of the mouse,Gain valuable INSIGHT and INTELLIGENCE from your business and marketing data in a FRACTION of the time of traditional spreadsheets,PUBLISH reports and dashboards on the Internet and view using laptops, tablets or smartphones in minutes,Learn to create Data Models and use the DAX Formula language to develop POWERFUL calculations,Easily create a wide range of GRAPHS and VISUALISATIONS using drag and drop technologies,Use the Power BI Q & A feature to easily ask QUESTIONS of your data and provide new insight']"
The Ultimate Hands-On Hadoop: Tame your Big Data!,"['Business,Business Analytics & Intelligence,Big Data']","['Design distributed systems that manage ""big data"" using Hadoop and related data engineering technologies.,Use HDFS and MapReduce for storing and analyzing data at scale.,Use Pig and Spark to create scripts to process data on a Hadoop cluster in more complex ways.,Analyze relational data using Hive and MySQL,Analyze non-relational data using HBase, Cassandra, and MongoDB,Query data interactively with Drill, Phoenix, and Presto,Choose an appropriate data storage technology for your application,Understand how Hadoop clusters are managed by YARN, Tez, Mesos, Zookeeper, Zeppelin, Hue, and Oozie.,Publish data to your Hadoop cluster using Kafka, Sqoop, and Flume,Consume streaming data using Spark Streaming, Flink, and Storm']"
Mastering Collaboration: Work together for the best results,"['Business,Other Business,Business Collaboration']","['The benefits of collaboration and why it’s an essential part of how businesses get work done today,How to ensure collaborative teams work successfully within a company,The fundamentals of forming and leading a collaborative team,How to organize and get the most out of collaborative meetings,Online collaboration and how to effectively collaborate across different teams,Collaboration lessons you can apply from different industries,What you need to create and support a thriving culture of collaboration']"
Consulting Approach to Problem Solving,"['Business,Management,Management Consulting']","['You will understand and appreciate the problem solving technique used by the top consulting firms like McKinsey, BCG, Bain and Strategy&,At the same time you will get acquainted with how business and consulting projects ought to be structured,You will master the basic knowledge on hypothesis-based problem solving that will let you proceed to more advanced courses on solving business problems,In effect, you will be able to impress either your boss or your interlocutors at business case interviews']"
Smart Tips: Communication,"['Business,Communication,Communication Skills']","['Master how to have conversations with difficult people while keeping your cool,Give effective feedback that people can hear without defensiveness,Ask for the feedback you need to do your job more successfully,Present your ideas more persuasively,Think on your feet in any situation,Demonstrate leadership presence (whether you see yourself as a leader or not)']"
How to Start an Amazon FBA Store on a Tight Budget,"['Business,E-Commerce,Amazon FBA']","[""Leverage the Amazon platform to create a full-time living or much, much more by selling physical products with high sales volume and low competition,Use a specific set of rules to uncover the easiest and most profitable items to sell,Know where and how to source these items at pennies on the dollar,Understand how to create the 'perfect' listing on Amazon for high rankings,Know what Amazon shoppers are searching for and take advantage of that knowledge to get more sales,Be able to get stock and start selling even when on a very tight budget,Know how to kick start sales the right way,Understand how to use Amazon's internal advertising feature,Be able to avoid the pitfalls and costly mistakes often made by new sellers,Take advantage of advanced tactics to take sales to a whole new level,Understand how the top 1% of Amazon sellers play the game,Save a ton of time by tapping into niches and products that have already been researched,Know how to get approval to sell in lucrative restricted categories,Know the 5 things to focus on and the 5 things not to waste time on,Follow a simple step-by-step plan to fast forward the entire process,Show less""]"
Beginning Project Management: Project Management Level One,"['Business,Project Management,Project Management']","['Compare and contrast the project management process groups,Explain what a project is (and is not),Explain how to initiate a project,Work with the project team to plan a project,Oversee the project execution,Monitor and control the project activities,Close out a phase or a project,Define the roles and responsibilities of a successful project manager']"
Better Business Writing Skills,"['Business,Communication,Business Writing']","['How to write clear, concise and persuasive words that will achieve your objectives,The tricks I use to be a productive writer, to enter a state of flow and never suffer from writer’s block,The Big Questions you need to ask before you put pen to paper,How being a persuasive writer will help you achieve your objectives at work,The ancient secrets of persuasive writing,Why being a good writer is vital to the success of your career or your business,How to polish your words with powerful editing techniques,How to test your work to make sure it does what you want it to,How to structure your work for maximum impact,How to use ChatGPT as an effective business writing tool']"
Security Awareness Training,"['Business,Human Resources,Cybersecurity Awareness']","['Discover new knowledge about online security and privacy!,Determine if your password is secure enough and learn an easy method to creating long passwords that are easy to remember!,Spot the differences between a real email and a scam email!,Discover methods to browsing the web safe!,Communicate through email more securely and learn to avoid accidental data leakage!']"
"Security Awareness Training, Internet Security for Employees","['Business,Business Strategy,Cybersecurity Awareness']","[""Discover the WHY behind security awareness. This will help make things stick!,How to build up your resilience to attacks and why this is more important than you currently think.,Learn about social engineering, what makes it work, and how to spot the red flags before you get duped.,Learn the fast and easy process to spot a fake email.,Hear password best practices you can actually follow.,How to create security questions that aren't easily guessed.,Learn about ransomware, why it's popular, and what you can do to prevent it.,How to browse the Internet safely and learn about typosquatting, malicious websites, and more.,Discover safe mobile device usage and how to stay safe even while traveling.,Determine which data is regulated and how to avoid accidental disclosure (basically data leaking).,Why securing your desk or computer is important.,Be able to communicate securely and effectively. And how to talk to your IT friends or co-workers.,Show less""]"
CHANGE MANAGEMENT FOR ORGANIZATIONS: Drive Strategic Results,"['Business,Business Strategy,Change Management']","['Build a common language & framework for the people side of change,Structure your change project around 6 tried and true best practices,Define the business case for change,Align key leaders on the vision & their role as sponsors,Maximize stakeholder engagement to reach business goals,Assess the organizational culture & its impact on change,Prepare the organization through communication, training & knowledge transfer']"
How to Manage & Influence Your Virtual Team,"['Business,Management,Management Skills']","['Manage a team that works from home,Improve communication and collaboration with your virtual team,Build trust with your team members,Have more effective virtual meetings,Increase accountability and engagement among the team,Understand how to choose the right technology tools for effective collaboration,Know exactly how to assign tasks to your team members to get things done']"
The Complete Communication Skills Master Class for Life,"['Business,Communication,Communication Skills']","['Communicate Confidently in All Business and Personal Situations,Communicate in An Understandable Manner,Communicate in A Memorable Way,Communicate and Influence People,How to Master Every Communications Opportunity,Changes lives by communicating professionally']"
Defining a Digital Transformation Roadmap,"['Business,Business Strategy,Digital Transformation']","['Understand what digital business transformation is.,Define the phases and activities of a digital transformation effort,Build a common vision and plan for their transformation effort,Identify and proactively manage the program to avoid the common pitfalls that derail transformation efforts,Build consensus and support for a successful transformation program with key stakeholders']"
Sales Training: Practical Sales Techniques,"['Business,Sales,Sales Skills']","['Enjoy selling by befriending customers,Close deals with confidence,Be organised and efficient,Understand the selling process and how to master it,Feel confident preparing for a sales meeting,Know different selling styles and their uses,Master body language and rapport to build relationships']"
CAPM Exam Prep Seminar -Updated for the 2023 CAPM Exam,"['Business,Project Management,CAPM Certified Associate in Project Management']","['You will get all the resources you need to pass the PMI CAPM certification exam.,You will earn 25 exam contact hours,You will be able to discuss the PMBOK Guide 6th edition with confidence.,Explain the project management processes,Discuss the project management knowledge areas,Demonstrate the formulas, charts, and theories of project management,Calculate float for complex project network diagrams,Memorize the formulas for earned value management,Compare and contrast processes, knowledge areas, theories, and project management best practices,Complete hands-on assignments and exercises']"
The Complete Shopify Aliexpress Dropship course,"['Business,E-Commerce,Dropshipping']","['At the end of this course, you will have learnt all the skills you need to build a PROFITABLE eCommerce store in 2023.,The course could allow you to supplement your existing income, or transform your life by giving you your very own online business to escape the 9 to 5.,You will have acquired all the essential skills to build a highly profitable dropshipping business,You will have learnt key Shopify skills, one of the most in demand software products on the market']"
"Creativity, Design Thinking, and Innovation for Business","['Business,Management,Creativity']","['Create a cultural environment that fosters creativity and innovation,Establish an open idea-sharing program in for employees and managers,Attract creative and innovative talent,Truly ""think outside-of-the-box"",Master creative thinking skills and teach them to your team,Implement Design Thinking, a powerful innovation methodology and process,Overcome common blocks that hold organizations back from growth,Use proven processes for generating ideas and brainstorming solutions,Develop a deeper understanding of your users or clients,Create and test prototypes in order to rapidly identify the validity of ideas,Create disruptive innovation and look to the future,Show less']"
Think Strategically and Make Your Ideas a Reality,"['Business,Business Strategy,Strategic Thinking']","['Increase your strategic thinking ability – and make it a habit,Improve and increase the speed of your decision making,Discover how to be more agile and fit for today’s fast changing environment,Learn how to look at projects – personal, professional – through a simple framework,Increase the likelihood of success of your projects, both personal and professional,Learn about the massive disruption that is impacting organizations and individuals']"
Project Management Fundamentals,"['Business,Project Management,Project Management']","[""Feel confident applying Project Management theory to your real life project,Be able to manage a successful project even with zero experience in that industry,Build a Gantt chart using no specialist software (just Excel and Post-it Notes),Use the PMP or PMI method to do Project Management,Measuring whether you're on budget and on time - and how to fix it if you're not,Learn how to make a Gantt Chart and a PERT diagram with ease,Feel calm and effective in running a project of any size in any industry""]"
Robotic Process Automation - RPA Overview,"['Business,Operations,RPA Robotic Process Automation']","['Understand what Robotic Process Automation (RPA) is,Learn the WHY behind RPA,See a simple RPA demo using UiPath Studio,Understand why RPA is a massive career & earning opportunity,Know which RPA tools are most relevant,Understand the challenges & risks when implementing RPA,Envision a basic RPA implementation plan']"
Managing Change: Learn to thrive through change.,"['Business,Management,Change Management']","['Understand and use the 3 phases of a transition to thrive during a time of dramatic change,Understand the difference between a change process and a transition process,Create an action plan to manage the transition,Understand and eliminate your resistances to change,Understand the emotions that may be getting in your way']"
Data Warehouse Fundamentals for Beginners,"['Business,Business Analytics & Intelligence,Data Warehouse']","['Master the techniques needed to build a data warehouse for your organization.,Determine your options for the architecture of your data warehousing environment.,Apply the key design principles of dimensional data modeling.,Combine various models and approaches to unify and load data within your data warehouse.']"
Power BI A-Z: Hands-On Power BI Training For Data Science!,"['Business,Business Analytics & Intelligence,Microsoft Power BI']","['Connect Microsoft Power BI to data sources,Create Barcharts,Create Treemaps,Create Donut Charts,Create Waterfall Diagrams,Create Piecharts']"
Deep Learning Prerequisites: The Numpy Stack in Python (V2+),"['Business,Business Analytics & Intelligence,NumPy']","['Understand supervised machine learning (classification and regression) with real-world examples using Scikit-Learn,Understand and code using the Numpy stack,Make use of Numpy, Scipy, Matplotlib, and Pandas to implement numerical algorithms,Understand the pros and cons of various machine learning models, including Deep Learning, Decision Trees, Random Forest, Linear Regression, Boosting, and More!']"
"Blockchain A-Z™: Learn Blockchain, Cryptos & Smart Contracts","['Business,Business Analytics & Intelligence,Blockchain']","[""Why this is important,Understand the theory behind Blockchain,Create a Blockchain,Understand the theory behind Cryptocurrency's,Understand the theory behind Cryptocurrency Transactions,Create their own currency,Understand the theory behind Smart Contracts,Create their own Smart Contracts""]"
"Diversity, Equity, and Inclusion: A Beginner’s Guide","['Business,Human Resources,Diversity and Inclusion']","['Define diversity, equity, inclusion, and belonging,Understand the business case for creating a diverse, equitable, and inclusive workplace,Master the skills to champion inclusion such as becoming aware of your biases and active listening,Explore common strategies for building a DEI practice, including task forces, Employee Resource Groups, and learning opportunities']"
"Leadership: How to Influence, Inspire and Impact as a Leader","['Business,Management,Leadership']","['How to become an authentic, impactful leader that inspires progression change and growth,The difference between a manager and a leader and how to be more effective as a leader,Understand different leadership styles and determine which style you are as a leader,How to motivate your team to achieve goals, improve their skills and be more cohesive,How to achieve results within your organization by being a strong leader,How you can build trust with your team,How to use creativity as a leader,How to create a shared vision amongst your corporation and team,How to empower people and influence behavior']"
Writing With Flair: How To Become An Exceptional Writer,"['Business,Communication,Writing']","['You will receive a Writing With Flair Certificate of Completion after finishing the course.,You will learn how to write well from an ex-Wall Street Journal editor.,You will discover the ""secret sauce"" of exceptional writing.,You will learn how to make your writing more simple, clear, elegant and evocative.,You will learn how to cultivate the unique mindset of an ""elite"" writer.,You will learn how to become a more confident, competent and sophisticated writer.,You will discover how to add style to your blogs, books and business writing.']"
Business Model Innovation: Differentiate & Grow Your Company,"['Business,Business Strategy,Innovation']","['Understand the Business Model Canvas,Find New Sources of Growth,Make a Business More Efficient and Resilient,Design Innovative Business Models,Differentiate From Competition,Use ChatGPT & AI to Innovate Your Business']"
Make Meetings Work & Tackle Time Management Troubles,"['Business,Management,Time Management']","['Get the right people to your meetings & plan your agenda,Wrap your meeting up for success,Improve your self-discipline & time management,Value yourself & tools to manage your time']"
Supply Chain Fundamentals: Understanding the Basics,"['Business,Operations,Supply Chain']","[""Gain an understanding of Demand and the types of demand.,Learn to spot the different patterns of demand.,Learn to forecast demand using various forecasting techniques, which is the easiest method, which method will give you the best results.,Understand forecast error and how to deal with it.,Gain an understanding of Manufacturing.,Learn the different manufacturing strategies and what environment is suitable for your product.,Learn about the Product Life Cycle and how it influences the manufacturing strategy.,Learn about the various manufacturing processes and layouts in relation to the product.,Gain an understanding of Production Planning.,Learn the strategies for developing a Production Plan.,Learn Resource Requirements Planning (RRP) to check the capacity needed for the Production Plan.,Gain an understanding of the Master Production Schedule and its relationship to the Production Plan.,Create a Master Production Schedule, understand Projected Available Balance (PAB).,Learn Rough Cut Capacity Planning (RCCP) to check the capacity needed for the Master Production Schedule (MPS).,Learn the planning tool Available-to-Promise (ATP) and its relationship to making commitments to customers.,Gain an understanding of Material Requirements Planning.,Learn about a Bill-of-Material and its importance to Material Requirements Planning.,Learn about Manufacturing Lead-Time.,Understand how MRP logic works and learn the use of lead-time Offsetting and Exploding.,Learn how MRP software works - understand Planning Orders, Released Orders, MRP Action Messages and MRP Exception Messages.,Learn Capacity Requirements Planning (CRP) to check the capacity needed for the Material Requirements Plan (MRP).,Learn to calculate Available Capacity, Available Time, Utilization and Efficiency.,Learn to calculate Rated Capacity.,Gain an understanding of Production Activity Control.,Summary of Manufacturing Planning and Control.,Gain an understanding of Inventory.,Learn about Customer Service and Safety Stock.,Learn about a Stock-Out.,Learn about Inventoy Carrying Costs and Ordering Costs and their relationship.,Understand the Economic Order Quantity (EOQ).,Learn how to manage Inventory.,Learn ABC Analysis and Pareto's Law (the 80/20 rule).,Gain an understanding of Meeting Customer Expectations.,Gain an understanding of Supply Chain Sustainability.,Show less""]"
Business Fundamentals: Corporate Strategy,"['Business,Business Strategy,Business Strategy']","['Perform industry analysis,Execute competitor analysis,Apply the Five forces model,Assess the bargaining power of suppliers and clients,Understand the threat of substitute products and new industry entrants,Apply Game theory in practice,Study how competitors behave: Cooperation or Competition,Focus on the way companies acquire a competitive advantage,Study the three main competitive strategies: Cost leadership, DIfferentiation, and Niche,Discuss the advantages of vertical and horizontal integration,Learn how to perform a SWOT analysis in practice,Show less']"
