Course Title,Labels,Details
Microsoft Project ALL: BEGINNER to EXPERT 10 Projects 9 PDU,"['Office Productivity,Microsoft,Microsoft Project']","['Create EXPERT-LEVEL Project plans using Microsoft Project (all versions) over 10 (TEN) COMPLETE hands-on Project Exercises - progressively elaborated,Manage all your Resources inside Microsoft Project - whether it is people, money, machinery, licenses or even shared resources,Create 100s of world-class, self-updating Graphical Reports - at the click of a button,Resolve OVERALLOCATIONS - using multiple ways provided by Microsoft Project,Identify Risks a mile ahead - Mitigate them early - Build Contingency in your plans,Identify Critical Paths as easy as 1-2-3 add Summary tasks,Make Weekly tracking and reporting a PLEASURE - and not a pain,Track PROJECT VARIANCE at a microscopic level if you please,PRACTICE with 100+ project download files in various stages of the 10 exercises covered,CORE TEACHINGS - you can use ANY Project flavour (online, offline, desktop, professional) - what you learn here will not get obsolete']"
"Excel Shortcuts, Excel Tips, Excel Tricks - Excel Skills!","['Office Productivity,Microsoft,Excel']","['The skills to deliver a great performance at work, and have a happy boss.,Increased earning potential - Make more more money!,Access to a MOS Excel Expert!,Lifetime access to an increasing number of lectures (shortcuts, tips, and tricks) in a variety of formats.,Know how to make the most Excel and have fun with it.,A confidence boost by learning the way around Excel.,Learn how to use little known features like the Quick Analysis and Camera tools.,Cut down time wasted going line by line by learning how to use the Auto Filter.,Reduce before work time, and replace with time to spend on other duties.,Improve and streamline existing spreadsheets in minutes.,Quickly create Pivot Tables with charts, and control by Slicers.,Be able to teach/help others at home or work.,Be able to use this course to drive future needs.,The ability to work ""smarter not harder."",Shortcuts that lead to better time management, and increased efficiency.,Implement frequently used tools more effectively.,Show less']"
Powerpoint 2016 2019 365 - Master powerpoint presentation,"['Office Productivity,Microsoft,PowerPoint']","['Create a fully-animated and transition-filled business presentation,Rapidly improve your workflow and design skills,Minimize text quantity on presentations by using graphs and images,Learn PowerPoint from beginner to an advanced level']"
Zero to Hero in Microsoft Excel: Complete Excel guide 2023,"['Office Productivity,Microsoft,Excel']","[""A Beginner's Guide to Microsoft Excel - Microsoft Excel, Learn Excel, Spreadsheets, Formulas, Shortcuts, Macros,Knowledge of all the essential Excel formulas,Become proficient in Excel data tools like Sorting, Filtering, Data validations and Data importing,Master Excel's most popular lookup functions such as Vlookup, Hlookup, Index and Match,Harness full potential of Excel by creating Pivot tables with slicers,Make great presentations using the Conditional and Table formatting options,Visually enchant viewers using Bar charts, Scatter Plots, Histograms etc.,Increase your efficiency by learning how to create and use important Excel shortcuts,Explore fun and exciting use cases of Excel""]"
SAP Simplified for Absolute Beginners,"['Office Productivity,SAP,SAP']","['To know the basic functionalities of SAP ERP,To navigate with ease in SAP,To work with transactions in SAP']"
Visually Effective Excel Dashboards,"['Office Productivity,Microsoft,Excel Dashboard']","['How to approach an Excel dashboard project from idea to delivery,How to add interactivity to your Excel reports - No VBA required,Impress management with reports that make the decision-making process faster,Clever use of Excel core functionality for responsive spreadsheets,Learn how to create a professional KPI dashboard from scratch,Create impressive, non-standard Excel charts using smart techniques,Build Pivot Table-based dashboards for easy interactivity,Use powerful visual techniques so your content has more effect']"
Microsoft Excel 2016 for Beginners: Master the Essentials,"['Office Productivity,Microsoft,Excel']","['Discover new and improved features in Excel 2016.,How to effectively use Excel 2016 on a touchscreen device.,How create, save, and open a workbook.,Learn how to personalize your use of Excel using Excel Options.,How to use and how to customize the Quick Access Toolbar.,Complete data entry, cell formatting, working with multiple worksheets and the “Ribbon” interface.,The basics of entering and editing data in a workbook.,Discover how to format dates and numbers.,Learn practical methods in which you can backup and recover your Excel spreadsheets.,Effectively use autofill and flashfill so you are more productive.,Discover the essentials of using fomulas and functions.,How to rename, insert, move, and reference an Excel 2016 worksheet.,Discover how to create charts and graphs,Learn practical methods to sort and filter your data,How to protect and secure your Excel data,Show less']"
Microsoft Excel Beginners & Intermediate Excel Training,"['Office Productivity,Microsoft,Excel']","[""Work comfortably with Microsoft Excel 2016 and many of its advanced features,Learn what is new in Excel 2016,Be much quicker at carrying out regular tasks,Become your team's go-to-guy when it comes to Excel,Use sophisticated functions that will improve the quality of your work""]"
The Complete ServiceNow System Administrator Course,"['Office Productivity,Other Office Productivity,ServiceNow']","['Understand how ServiceNow works behind the scenes,Master administration on the ServiceNow platform,Understand the different configurations & customizations,Obtain the knowledge to successfully pass the ServiceNow certified System Administrator exam']"
Microsoft Access 2016 Master Class: Beginner to Advanced,"['Office Productivity,Microsoft,Microsoft Access']","['Understand how Access is constructed and how to use the major objects within it.,Discover THREE Major Data Problems That Access Completely Resolves,Learn the parts of the Access screen,Learn table, report and query objects,Master PROPERTIES to make thousands of choices manageable,Learn the basics of form objects,Fully understand tables, queries, reports and forms,Use automation in your forms with buttons and Macros,Create a multi page invoice']"
Mastering Microsoft Teams - Bonus Content (2022),"['Office Productivity,Microsoft,Microsoft Teams']","['Describe the role and function of Microsoft Teams,Create and manage Teams and Channels, including Private Channels, Notifications, and Tags,Identify uses for Chatbots, Connectors, Shifts, and Whiteboard,Start and manage scheduled or ad-hoc Meetings and Live Events, and use the Calls feature of Teams as a phone system,Work with files including uploading, editing, and sharing,Setup and edit a Wiki,Add custom tabs to Channels and Chats including files and Apps,Discuss the use of external users (Guests) in Teams, including limitations']"
Microsoft PowerPoint From Beginner to Advanced,"['Office Productivity,Microsoft,PowerPoint']","['Master the Basic Features of PowerPoint,Build Effective PowerPoint Presentations,Enhance PowerPoint Presentations with Graphical Elements,Levarage Advanced Text Editing Operations with PowerPoint,Prepare to Deliver a PowerPoint Presentation']"
PL/SQL by Example - Beginner to Advanced PL/SQL,"['Office Productivity,Oracle,PL/SQL']","[""Declare PL/SQL Variables,Conditionally control code flow (loops, control structures),Use some of the Oracle supplied PL/SQL packages to generate screen output,Create anonymous PL/SQL blocks, functions and procedures,Use PL/SQL packages to group and contain related constructs,Catch run time errors using Exceptions,Perform Data processing using Records and Cursors,Manage data using Collections,Create triggers to solve business challenges,Peform Bulk Processing to improve performance,Execute SQL using Dynamic SQL,Pipelining the data as it is processed,Working with Large Objects (LOB's),Show less""]"
Master Excel Pivot Tables - Excel 365 and Excel 2019,"['Office Productivity,Microsoft,Pivot Tables']","['Create complex Pivot Tables to answer valuable questions and provide useful insights,Understand how to effectively use Excel Pivot Tables']"
Beginner to Pro in PowerPoint: Complete PowerPoint Training,"['Office Productivity,Microsoft,PowerPoint']","['Work comfortably with PowerPoint and many of its advanced features,Become one of the top PowerPoint users in your team,Carrying out regular tasks faster than ever,Create sophisticated and well-organized PowerPoint presentations,Feel more confident when delivering presentations to superiors,Make an impression at work and achieve your professional goals']"
Power Apps - Complete Guide to Microsoft PowerApps,"['Office Productivity,Microsoft,Microsoft Power Apps']","['Navigate the Microsoft PowerApps environment,Become an absolute expert in Microsoft PowerApps, get valuable preparation for certification, and add the skill to your toolkit,Create real functional business application, on the web, tablets, and phones for businesses and organizations,Create both Canvas applications and Model-Driven applications, that are responsive and structured,Connect to different sources of data (OneDrive, Google Drive, SQL, etc.),Set up your own Common Data Service using example data, with complex business rules,Leverage the Microsoft ecosystem to expand your app building knowledge with Developer tools,Read Microsoft PowerApps documentation and resolve errors for future application builds']"
EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,"['Office Productivity,Microsoft,Excel']","[""In this course, you'll quickly become comfortable using the entire Excel dashboard including its tabs, ribbon and tools.,You'll learn all the basics of opening an Excel document, creating a spreadsheet from scratch, writing formulas and saving your document to your computer.,I'll also walk you through how to create professional charts and graphs to visualize your data, and you'll create pivot tables for lightening fast calculations.,Use the most commonly used Excel functions to make powerful calculations.,Learn to use several of the new Excel features such as 1-click forecasting, 3D maps and the Tell Me What You Want to Do feature.,Tons of helpful tips, tricks and shortcuts along the way to help you master the fundamentals of Excel 2016 and beyond.,Great for beginners to intermediate Excel users.""]"
"Ultimate Microsoft Office; Excel, Word, PowerPoint & Access","['Office Productivity,Microsoft,Microsoft Office']","['Learn the essential and advanced Microsoft Office Skills in Excel, Word, PowerPoint, Outlook, Teams and Access,HUGE Value Bundle - Eight Courses!,Learn practical methods to backup and recover your Excel spreadsheets and never lose data,Effectively use autofill and flashfill so you are more productive in Microsoft Excel.,Discover the essentials of using formulas and functions in Excel,Discover how to create stunning charts and graphs in Excel,Learn practical methods to sort and filter your data in Excel,Discover new features in PowerPoint 2019 including Icons and 3D Models,Learn how to insert shapes, graphics and pictures to add some ""zing"" to your PowerPoint,Add charts, graphs and tables to your PowerPoint presentation information in a non-text format,Wow your audience by adding animations, audio and video to PowerPoint,Discover practical tips to present your PowerPoint presentation to your audience,Learn time saving techniques including how to copy slides, and exporting your presentation,Master the most common uses of Microsoft Word,Learn Word tools including using columns, indents, footers, borders and watermarks.,How to create a mail merge in Microsoft Word,Learn how to correctly Print envelopes and labels in Word,Learn to protect your Word document from changes,Insert professional pictures and graphics in your Word document,Make your Word documents look amazing by inserting and editing tables,Sorting information and running queries in Access,Navigating the Access 2019 interface,Discover how to into import data from Excel in Access,Learn Queries, use validations, how to create and print reports in Access,How to compact, repair and backup your Access database,How to create a linked table in Access,How to get set up in Outlook,All about sending and receiving emails,How to customize your mailbox and view,How to organize and manage your mail including ignoring, flagging and conditional formatting,How to organize and manage your mail including ignoring, flagging and conditional formatting,Creating and managing tasks and reminders,How to use signatures and voting buttons,Adding, managing and searching contacts in the address book,Working with the Outlook Calendar, including creating meetings and appointments,How to create Notes and link Outlook to OneNote,Show less']"
"ChatGPT Complete Guide: Learn Midjourney, ChatGPT 4 & More","['Office Productivity,Other Office Productivity,ChatGPT']","['ChatGPT: Create content, synthesize information, and learn faster than ever with effective prompt engineering!,ChatGPT: Turn your creativity into paid work, generate fresh ideas, reach new audiences, and scale your projects!,Productivity: Achieve your goals faster with ChatGPT, manage your time, prioritize tasks, and create an optimized daily schedule!,Marketing: Generate targeted content with ChatGPT, capitalize on trends, create ads, newsletters, and media campaigns!,Soft Skills: Improve your communication, leadership, problem-solving, and social skills with personalized ChatGPT feedback!,AI Voice Tools: Easily create AI-generated speech for any use case and even clone your own voice entirely!,AI Video Tools: Create an AI avatar that transforms scripts into presentations and quickly generate social media content!,AI Photo Tools: Add motion to images, dynamically enhance image aesthetics, and create custom images in bulk!,AI Writing Tools: Automate writing tasks, generate effective copy, and integrate with Google Sheets/Excel!,AI Music Tools: Create unique compositions for any types of video and save time with a streamlined creative process.,Branding: Develop a visual identity, design logos, and generate content to establish a strong online presence!,DALL-E 2: Create amazing photos from prompts, fill in or remove elements of images using inpainting and outpainting techniques!,Business: Streamline your workflow, automate repetitive tasks, and gain insights that help you make data-driven decisions for your business!,Multimodal: Combine multiple AI tools to create immersive and engaging content that would have previously taken an entire team to create!,Midjourney: Use prompts, parameters, and modifiers to create amazing images that showcase your personal style and creativity!,Coding: Combine the power of ChatGPT with programming fundamentals, algorithms, debugging, and documentation!,Show less']"
SAP ABAP Programming For Beginners - Online Training,"['Office Productivity,SAP,SAP ABAP']","['Get your first job in SAP,Enhance your existing SAP Skill-set,Extensive, informative and interesting video lecture,Help pass SAP ABAP Certification Exams,Instructor contact through the Udemy platform']"
Up and Running with Microsoft Teams,"['Office Productivity,Microsoft,Microsoft Office 365']","['Learn how to use Microsoft Teams,How to navigate the interface,Create teams and add members,Sending, receiving, editing, and deleting message,Using chats for private messages,Scheduling a meeting and inviting attendees,How to share files,How to use the mobile app for iOS and Android']"
Advanced Excel - Top Excel Tips & Formulas,"['Office Productivity,Microsoft,Excel Formulas and Functions']","['Be a Confident & Advanced Microsoft Excel user,Able to solve complex problems in Excel,Learn new techniques and formulas to tackle tasks faster and better in Excel,Apply the right tools for a given task instead of going to your go-to tools and making them work for every situation,Reduce complexity of your spreadsheets']"
Microsoft Office Shortcuts and Speed Tips,"['Office Productivity,Microsoft,Microsoft Office']","['Navigate, select and edit your files without using the mouse.,Increase your productivity by many factors,Have hours of free time thanks to the new speed you can work.']"
SAP SD Training - in Plain English,"['Office Productivity,SAP,SAP SD']","['Be ready to configure the most common configuration in SD,Be ready to interpret the SAP help documents']"
Oracle DBA 11g/12c - Database Administration for Junior DBA,"['Office Productivity,Oracle,Oracle Database']","[""Final Goal: Get a job as an Oracle Database Administrator (Oracle DBA),As a Oracle Database Administrator you would understand the Database Architecture, which will help you to perform your DBA duties with better understanding.,As a Oracle Database Administrator (Oracle DBA), you would be able to Install the necessary Oracle Software/Database,As a Oracle Database Administrator (Oracle DBA), you would be able to Administer User accounts in the Database,As a Oracle Database Administrator (Oracle DBA), you would be able to Manage Tablespace's to provide required space for the data,As a Oracle Database Administrator (Oracle DBA), you would be able perform Backup and Recovery as needed.,As a Oracle Database Administrator (Oracle DBA), you would be able to diagnose the problems and if required will be able to work with Oracle Support,As a Oracle Database Administrator (Oracle DBA), you would be able to configure the Listeners for users to communicate""]"
Easily Identify Spam & Phishing E-mails,"['Office Productivity,Other Office Productivity,Web Security']","[""How to avoid phishing attacks and therefore prevent data breaches in the office or at home,Well-defined rules to identify if an e-mail is legitimate or if it's spam / phishing attempt,Set specific e-mail settings to help identify spam and increase your security,What to do and what NOT to do when faced with fishy e-mails,Get a FREE checklist with my Phishing Identification Rules for your own use""]"
Master Google Sheets (and see why it's better than Excel),"['Office Productivity,Google,Google Sheets']","['Use Google Spreadsheets like Da Vinci,Create charts and graphs using Spreadsheet data,Format and customize any data,Use advanced tools like Macros, ImportHTML and Scripts to do things you can do with Excel']"
Microsoft Outlook 2016: Beginner and Intermediate Training,"['Office Productivity,Microsoft,Microsoft Outlook']","['You will be able to manage your emails, calendar events, contacts and tasks,Learn Outlook’s most valuable communication tools,Practice with hands-on exercises and quizzes,Acquire handy tips and tricks that can be applied in a professional environment']"
Microsoft Excel Weekender Crash Course,"['Office Productivity,Microsoft,Excel']","[""Solid understanding of Microsoft Excel,Knowledge of all the essential Excel formulas,Become proficient in Excel data tools like Sorting, Filtering, Data validations and Data importing,Master Excel's most popular lookup functions such as Vlookup, Hlookup, Index and Match,Harness full potential of Excel by creating Pivot tables with slicers,Make great presentations using the Conditional and Table formatting options,Visually enchant viewers using Bar charts, Scatter Plots, Histograms, Waterfall charts etc.,Increase your efficiency by learning how to create and use important Excel shortcuts,Become competent in using advanced Analytics techniques in Excel such as Regression, Goal seek and Solver,Learn Automation techniques by using Macros,Explore fun and exciting use cases of Excel in our bonus videos,Show less""]"
SharePoint 2013 Complete Training,"['Office Productivity,Microsoft,SharePoint']","['Build Effective SharePoint Sites,Maintain Common SharePoint Lists and Libraries,Customize SharePoint to Fit Your Teams Needs,Unlock the Full Power of SharePoint through SharePoint Workflows,Secure Your Important Documents and Records with SharePoint Permissions,Present Data Effectively by Creating Robust SharePoint Pages Using WebParts,Save Time by Placing Related Content in One Spot, SharePoint,Control Documents through SharePoint Document Libraries,Hit the Ground Running, becoming a SharePoint Pro']"
Comprehensive Microsoft Excel,"['Office Productivity,Microsoft,Excel']","['By the end of this course you will be able to quickly and masterfully utilize Microsoft Excel, including how to: design and template worksheets, manipulate text, build complex financial models, apply conditional formatting, and be able to utilize shorts that will make using Excel an efficient process.']"
Microsoft Excel Data Analysis and Dashboard Reporting,"['Office Productivity,Microsoft,Excel Analytics']","['Understand and Identify the principles of data analysis,Effectively summarize and present data clearly,Use effective design principles when creating and presenting data,Take full advantage of the built in tools Microsoft Excel offers in order to analyze and build dashboard reports,Build interactive dashboard reports,Analyze Excel data using Excels TEXT based Functions,Data Mine using Excels Array Functions,Build Interactive Dashboard Reports with Buttons and Drop Down Menus,Streamline and Analyze Data with Excel PivotTables and Pivot Charts']"
Google Sheets - The Comprehensive Masterclass,"['Office Productivity,Google,Google Sheets']","[""Solve real-life spreadsheet challenges with ease,Create interactive & visually effective dashboards in Sheets,Learn hacks and hidden Google Sheets features that even the Experts don't know,Import & append data from other Google Spreadsheets,Learn advanced functions like QUERY, IMPORTHTML, IMPORTXML and more,Master Pivot tables, charts and sparklines to create impressive Google spreadsheets,Secrets to properly use tricky features like Conditional formatting,Automate your work with Macros & Google Apps Script""]"
Power BI Master Class - Dashboards and Power BI Service,"['Office Productivity,Microsoft,Microsoft Power BI']","['Enjoy CLEAR and CONCISE step by step lessons from a best selling Udemy instructor in FULL HD 1080 P video,Learn to use the EASIEST Business Intelligence tool to create INTERACTIVE Reports and Dashboards in Power BI,Lifetime access to course materials and practice activities. 100% money back guarantee,Load Dashboards and Reports into the Power BI Service and Configure the Power BI Service,Learn to use FILTERS and SLICERS to ask the MEANINGFUL questions of your data,Learn how to use different graph VISUALIZATIONS such as column, line, pie, combo, treemap, geographical and waterfall,Learn to create POWERFUL tables and matrixes of reporting data,Work with Power BI and Excel together - Learn to use Excel to analyze Power BI data,Learn to use CUSTOM Visualizations and Themes in Power BI']"
Smart Tips: Excel,"['Office Productivity,Microsoft,Excel']","['Become more productive with Microsoft Excel,Master calculations in excel with a master rule for all functions,Simplify formatting to quickly create professionally formatted spreadsheets,Discover useful tools like autofill, sparklines, and goal seek,Use charts, pivot tables, and other tools to manage lists and analyze data']"
Oracle SQL Performance Tuning Masterclass (2023),"['Office Productivity,Oracle,Oracle SQL']","['Learn How to Solve Critical Performance Problems with Step by Step Approach!,Learn Advanced Indexing Techniques for Ultimate Database Performance!,Learn How to Use Various Performance Tuning Tools for In-Depth Assistance!,Maximize the Query Performance by Using Advanced Tuning Tecniques!,Learn Oracle Database Architecture by ""Tuning"" aspects.,Identify and Optimize the Performance of poorly performing (bad) SQLs.,Understand SQL Tuning Terminologies,Learn How to Create ""Better"" Queries,Learn How to Prioritize your SQL Tuning Efforts.,Learn the Details of How an SQL Code is Interpreted,Learn Useful Hints to improve Performance of your Queries,Learn & Improve How to Use Oracle Optimizer and Execution Plans Well,Various Tips and Tricks to make the Oracle SQL queries run faster.,Oracle Performance Tuning on both Oracle11g and Oracle12c Environment.,Learn Efficient Schema Design,Lifetime Support from the Authors.,Weekly Quizzes & Assesment Tests,Working materials and always up to date!,Show less']"
Microsoft Access Complete Beginner to Advanced,"['Office Productivity,Microsoft,Microsoft Access']","['Manage Large Sets of Data in Microsoft Access Relational Design,Build an Efficient Database Table Design,Control User Data Entry Effectively,Build Dynamic Access Database Queries,Present Dynamic Reports,Build Automation, Saving Time and Money']"
SAP for Beginners course | SAP ERP with practice,"['Office Productivity,SAP,SAP']","['You will digest the basic concepts from SAP as delicious ice-creams,You will understand that working on SAP system in the office is not a nightmare,You will know that architecture of the SAP system is a piece of cake,You will tame SD process like a wild animal']"
The ultimate real-life Office 365 productivity course,"['Office Productivity,Microsoft,Microsoft Office 365']","['After this course, you will have a full understanding of how the tools in Microsoft 365 / Office 365 can effectively be used in real life.,You will know how to access your Microsoft 365 / Office 365 digital workplace from anywhere on any device,You will be able to work smarter with cloud-based documents using OneDrive and SharePoint, and understand when to use what.,You will be able to master the ins and outs of Skype for Business to effectively communicate and meet online,You will be able to take better control of your inbox by leveraging email management best practices and by knowing how to effectively use Outlook across devices,You will know how to get better organized using digital notebooks in OneNote - saved to the cloud and accessible from anywhere,You will be able to use Sway and PowerPoint effectively to tell powerful stories,You will have insights into how you can enhance teamwork using modern apps like Teams and Planner']"
Microsoft Excel - Learn MS EXCEL For DATA Analysis,"['Office Productivity,Microsoft,Excel']","['Learn to write down basic excel formulas,Understand how to think outside of the box to create powerful excel projects,Learn how to make basic data analysis with Excel,Learn how to work with massive amount of data,Learn how to perform Data analysis by creating multiple projects,Understand the Basics of Microsoft Excel and be able to use this amazing application for different tasks']"
Excel VBA Programming - The Complete Guide,"['Office Productivity,Microsoft,Excel VBA']","['Automate tasks and procedures in Excel using Visual Basic for Applications (VBA),Utilize the objects in the Excel Object Model to emulate user actions in Excel,React dynamically to user events like entering a cell value or opening a workbook,Feel comfortable with the fundamentals of computer programming']"
Master Microsoft Project 2016 - 6 PDUs,"['Office Productivity,Microsoft,Microsoft Project']","['Navigate Microsoft Project 2016,Create a Microsoft Project plan,Utilize Gantt charts, views, and tables,Manage resources for ultimate project effectiveness,Track project and task progress through the project,Establish baselines and identify variances,Communicate project status with reports,Create custom reports,Print out project details for analysis and communication,Ramp-up on Microsoft Project 2016']"
SharePoint Online Beginners Course,"['Office Productivity,Microsoft,SharePoint']","['What SharePoint is and why it’s useful,How to navigate the SharePoint interface,How to create a SharePoint site,How to create and manage lists and libraries,How to create a discussion board,How to create and manage workflows with Power Automate,How to create and manage web pages,How to integrate SharePoint with other Microsoft applications,How to create a subsite,How to customize user roles and permissions,How to create a SharePoint Communication site from scratch']"
Mastering Microsoft 365 (2022) (was Mastering Office 365),"['Office Productivity,Microsoft,Microsoft Office 365']","['Describe the use of Teams, Groups, Planner, OneDrive, and Skype for Business,List at least six mobile apps that work with Office 365,Discuss the benefits of Office 365,Storing, sharing, and collaborating with OneDrive & SharePoint']"
Microsoft Excel Pro Tips: Go from Beginner to Advanced Excel,"['Office Productivity,Microsoft,Excel']","[""Build tools to help you automate, streamline, and absolutely revolutionize your workflow with Excel,Explore 75+ unique tips, tools and case studies that you won't find in ANY other Excel course, guaranteed,Get LIFETIME access to resources, Excel project files, quizzes, and 1-on-1 expert support,Master Excel's powerful data analysis tools like Goal Seek, Scenario Manager, Solver, and Analysis ToolPak,Practice with fun, interactive, and highly effective lessons from a best-selling Excel instructor,Become an absolute Excel POWER USER""]"
